Adjusted_X,Adjusted_Y,Adjusted_Z,Slice_Index
40.28733825683594,4.112343311309815,5.157118320465088,3
40.30074691772461,4.087301731109618,5.089719533920288,3
40.32442474365234,4.088905334472656,5.090129613876343,3
40.33078002929688,4.039361000061035,4.934402227401733,3
40.33444213867188,4.057830810546875,4.975874066352843,3
40.34075164794922,4.030579090118408,4.910453915596007,3
40.34875106811523,4.125576972961427,5.192550182342528,3
40.35232543945313,4.126021862030028,5.216464281082153,3
40.35486221313477,4.025975704193115,4.886975407600404,3
40.35578155517578,4.10660982131958,5.1490912437438965,3
40.35603332519531,4.097886562347412,5.115408658981323,3
40.35530471801758,4.019327640533446,4.8630560636520395,3
40.35606002807617,4.0825767517089835,5.065620422363281,3
40.36531066894531,4.038034439086913,4.934780478477479,3
40.36901092529297,4.052690505981444,4.975279569625855,3
40.37590789794922,4.091789245605469,5.090937376022339,3
40.3832893371582,4.128082275390625,5.2095255851745605,3
40.38648223876953,4.093740940093993,5.099689960479736,3
40.38931274414063,4.043097972869873,4.951299667358398,3
40.39320373535156,4.107123374938965,5.141646146774292,3
40.399818420410156,4.056516170501709,4.9839651584625235,3
40.40327072143555,4.09521484375,5.115747928619385,3
40.40293502807617,4.032968521118163,4.911226749420166,3
40.410400390625,4.097436428070068,5.124511480331421,3
40.41499710083008,4.001057147979736,4.808195948600768,3
40.41687774658203,4.041614055633545,4.943399429321289,3
40.420257568359375,4.036153793334962,4.942906737327577,3
40.4235725402832,4.039000511169434,4.935568809509277,3
40.427005767822266,4.031067371368408,4.903339385986328,3
40.4307746887207,4.073223114013672,5.049765110015869,3
40.4321403503418,4.010500907897948,4.847681403160094,3
40.43802261352539,4.09731388092041,5.100985765457153,3
40.451904296875,4.1014404296875,5.117537021636963,3
40.45491790771485,4.068187713623047,5.0335798263549805,3
40.47101974487305,4.1374945640563965,5.229253053665161,3
40.47076797485352,4.075277328491212,5.0506112575531015,3
40.47111892700195,4.0947351455688485,5.116994857788086,3
40.47048568725586,4.0092201232910165,4.848047256469727,3
40.47068786621094,4.023458003997804,4.887582063674927,3
40.47222900390625,4.045234203338623,4.944682121276856,3
40.47279357910156,4.0987491607666025,5.109661102294922,3
40.47919464111328,4.045390129089356,4.952471733093262,3
40.49751281738281,4.1312456130981445,5.220385789871216,3
40.500244140625,4.044093132019043,4.96021842956543,3
40.50691604614258,4.0414700508117685,4.9445745944976816,3
40.51458740234375,4.101031303405762,5.1266136169433585,3
40.51806640625,4.105271816253662,5.135386943817139,3
40.52839660644531,4.119780540466309,5.194908142089844,3
40.53851318359375,4.077922821044922,5.051855087280273,3
40.53864288330078,4.0013790130615225,4.8019384145736685,3
40.5419921875,4.0821638107299805,5.060628414154053,3
40.544769287109375,4.014847278594972,4.872215986251831,3
40.55499267578125,4.029315948486328,4.897070288658141,3
40.55880355834961,4.048510074615479,4.9697909355163565,3
40.55918884277344,4.0181965827941895,4.8575178384780875,3
40.5605354309082,4.0174078941345215,4.864838361740112,3
40.56269836425781,4.0652427673339835,5.019076108932495,3
40.572845458984375,4.0348849296569815,4.929232835769653,3
40.58053207397461,4.102109432220459,5.1444668769836435,3
40.58184051513672,4.027207374572754,4.8974740505218515,3
40.5830307006836,4.009039878845215,4.849150061607362,3
40.58596801757813,4.105482101440431,5.137121200561523,3
40.58570098876953,4.074563503265382,5.052194833755493,3
40.58554458618164,4.025876998901366,4.896975636482238,3
40.58836364746094,4.0972933769226065,5.111731290817262,3
40.59060668945313,4.012275218963623,4.864747285842896,3
40.59844970703125,4.066243648529054,5.019935607910156,3
40.60164260864258,4.059380054473877,4.995030999183656,3
