X,Y,Z,Slice_Index
-0.004214178770780563,-2.919238567352295,0.0003307799925096333,0.0
-0.0003032509994227439,-2.8914926052093506,0.00028732299688272184,0.0
0.0005946640158072113,-3.0660839080810547,0.021474672481417656,0.0
0.0009804080473259091,-2.9501218795776367,0.0008363529923371972,0.0
0.11499402672052385,-2.9971923828125,-0.01217344868928194,0.0
0.13309919834136966,-2.903374671936035,-0.012824052944779396,0.0
-0.011159577406942844,-2.522495985031128,-0.0049712760373950005,0.0
-0.009040280245244505,-2.4558217525482178,-0.00554032390937209,0.0
-0.006447338964790106,-2.590399980545044,-0.003933771979063749,0.0
-0.004073441028594971,-2.696907520294189,-0.002359102945774793,0.0
-0.00026674199034459894,-2.467593193054199,-0.005067422054708004,0.0
-5.570000212173909e-06,-2.8038954734802246,-0.0007881029741838574,0.0
0.00010926800314337017,-2.630396604537964,-0.0034224479459226127,0.0
0.0010266019962728024,-2.420247793197632,-0.005612310953438282,0.0
0.12165790051221848,-2.5124616622924805,0.01949210464954376,0.0
0.13015377521514893,-2.4660286903381348,0.019413096830248836,0.0
0.2287276089191437,-2.691309928894043,-0.01141494885087013,0.0
0.2346885502338409,-2.6727311611175537,-0.01145481038838625,0.0
0.2356583476066589,-2.746495723724365,0.04721751809120178,0.0
-0.0098011689260602,-2.2008659839630127,-0.008751426823437214,0.0
-0.008120900951325893,-2.2764980792999268,-0.00769567908719182,0.0
-0.008024908602237701,-2.1165027618408203,-0.009338934905827044,0.0
-0.006824148818850517,-1.9652267694473269,0.007579001132398844,0.0
-0.0019796129781752825,-2.211523532867432,-0.008276698179543018,0.0
-0.0005409650038927794,-1.8455443382263184,0.0069366698153316975,0.0
-0.0003399970009922981,-2.0803956985473637,-0.009403844363987446,0.0
3.170000127283856e-05,-2.1462271213531494,-0.008843867108225822,0.0
0.00039236299926415086,-1.9571352005004885,0.008034821599721909,0.0
0.0007386350189335643,-1.8733508586883545,0.007452450226992369,0.0
0.002706347033381462,-2.2672789096832275,0.011302311904728413,0.0
0.003262277925387025,-1.7530279159545898,0.006333567202091217,0.0
0.006988178938627243,-1.9694523811340328,-0.010039819404482841,0.0
0.18407832086086276,-1.7765191793441772,0.05265263095498085,0.0
-0.008799945935606956,-1.677274227142334,0.005310999229550362,0.0
-0.008154788054525852,-1.3735955953598022,0.003018202027305961,0.0
-0.007916500791907309,-1.29118812084198,0.002437708899378777,0.0
-0.00601105997338891,-1.4565359354019165,0.0035925279371440406,0.0
-0.004571022931486368,-1.649900197982788,0.005266931839287281,0.0
-0.0006053969846107067,-1.6876145601272583,0.005785197950899601,0.0
-0.00021606399968732148,-1.246076583862305,0.0028507940005511045,0.0
-7.319999713217841e-05,-1.4206379652023315,0.003533476032316685,0.0
8.430000161752105e-05,-1.58619487285614,0.004693131893873215,0.0
0.00020144600421190265,-1.4480195045471191,0.004051108844578265,0.0
0.11487747728824615,-1.2485549449920654,-0.010212200693786144,0.0
0.1173681542277336,-1.31386137008667,-0.00965951755642891,0.0
0.2322233021259308,-1.7456650733947754,0.054416317492723465,0.0
-0.00821134727448225,-1.145014762878418,0.0017880030209198594,0.0
-0.007418067194521426,-0.8174500465393066,0.00044416700256988406,0.0
-0.006249095778912306,-1.0450793504714966,0.0011826880509033801,0.0
-0.006239335983991623,-0.9082794189453124,0.0010304880561307073,0.0
-0.002530392957851291,-0.6450141668319702,0.00023662000603508204,0.0
-0.00022864599304739386,-0.9904848337173462,0.0015904069878160956,0.0
-2.9400000130408447e-05,-0.8997634649276733,0.001001017983071506,0.0
5.329999839887023e-05,-0.7179465293884277,0.0007985089905560018,0.0
0.0003542139893397689,-1.1550382375717163,0.0022596309427171946,0.0
0.0005564339808188379,-0.799719512462616,0.0008878490189090371,0.0
0.11921834200620653,-1.184478998184204,-0.01029745303094387,0.0
0.12696148455142975,-1.0462086200714111,-0.010964138433337213,0.0
0.14844830334186554,-0.927026629447937,-0.010189891792833805,0.0
0.15049438178539276,-0.7422472834587097,-0.010890078730881214,0.0
0.15059232711791992,-0.7145493030548096,-0.010921204462647438,0.0
0.2332228720188141,-1.0942757129669192,0.06882567703723907,0.0
0.23399269580841064,-1.0344725847244265,0.03115840069949627,0.0
-0.008342559449374676,-0.3089638948440552,-0.0006065290072001518,0.0
-0.007208057213574649,-0.2636823654174805,-0.0001724900066619739,0.0
-0.0060331891290843495,-0.517636775970459,-0.00038184900768101215,0.0
-0.0058467541821300975,-0.4359162747859955,1.4700000065204223e-05,0.0
-0.0003127639938611537,-0.12742289900779724,0.00014282099436968565,0.0
-0.00012466899352148175,-0.4997442364692688,6.730000313837081e-05,0.0
0.00013539700012188402,-0.5361301898956299,0.00010691899660741909,0.0
0.00027599200257100165,-0.3182993531227112,-0.00013583700638264418,0.0
0.002368309069424868,-0.17265789210796356,0.00018450499919708815,0.0
0.02648003026843071,-0.5029858350753784,0.01204928196966648,0.0
0.11658482253551485,-0.4889396727085114,0.01027853600680828,0.0
0.1380784511566162,-0.4975530505180359,0.011683883145451546,0.0
0.14236359298229218,-0.5944189429283142,-0.01151627954095602,0.0
0.14777430891990662,-0.13318468630313873,-0.011558808386325836,0.0
0.1499405950307846,-0.2995935678482056,-0.01138067990541458,0.0
0.153224915266037,-0.16963112354278564,-0.011047759093344213,0.0
0.16117122769355774,-0.3638540208339691,-0.010857302695512772,0.0
0.2311175912618637,-0.5086476802825928,0.028974765911698338,0.0
-0.007427128031849861,0.0906299576163292,-7.680000271648169e-05,0.0
-0.007081443909555674,-0.05485647916793823,-0.00040518501191399986,0.0
-0.006093084812164307,0.06351196765899657,-5.099999907542952e-05,0.0
-0.00539376912638545,0.20025841891765594,0.00028252199990674853,0.0
