id,x,y,z
511,-63.10448074,-3.252551317,0.1201345474
512,-63.07912827,-3.040252447,0.1229671463
513,-63.07483292,-2.873015642,0.1225009933
514,-63.11014557,-2.669603825,0.12766666710000002
515,-63.10541153,-2.491185665,0.1286714226
516,-63.08456421,-2.303147793,0.12548600140000002
517,-63.07667923,-2.067427158,0.1100790948
518,-63.03125,-1.825620651,0.1207649931
519,-63.10761642,-1.648946285,0.1126416698
5110,-63.07059479,-1.433098793,0.1084916666
5111,-63.06999969,-1.215302467,0.09638332576
5112,-63.05448914,-1.013074875,0.1041650027
5113,-63.07361221,-0.8853588104000001,0.1044800133
5114,-63.02005005,-0.4799222946,0.1297533214
5115,-63.03768539,-0.2554187775,0.1045999974
5116,-63.04639435,-0.4313755035,0.0779800117
5117,-63.05709457,-0.2142105103,0.07738997787
5118,-63.02212524,-0.04146385193,0.07707000524
5119,-63.00418472,0.1668224335,0.07723665982000001
5120,-63.00836182,0.27735328670000003,0.07688997686
5121,-63.14053345,-0.9972743988,0.07713998109
5122,-63.12457275,-0.7886657715000001,0.07642500103
5123,-63.06064987,-0.6545066833,0.08210665732999999
5124,-63.08826828,-0.001445770264,0.08665056527000001
5125,-62.86222839,-3.239452839,0.1154317632
5126,-62.88617706,-3.04822588,0.1073439941
5127,-62.85117339999999,-2.850844383,0.1226518154
5128,-62.84372711,-2.632222652,0.1169877723
5129,-62.81443024,-2.443327188,0.1326066703
5130,-62.92983627,-2.174066782,0.1323899925
5131,-62.8923912,-1.992364883,0.1324849874
5132,-62.86975479,-1.849137783,0.1233950034
5133,-62.88350296,-1.623675823,0.118608743
5134,-62.86089325,-1.45973587,0.09845666587000003
5135,-62.8821907,-1.280986786,0.1084477752
5136,-62.89120483,-1.034749985,0.1021266654
5137,-62.85837936,-0.8291168213,0.1062566787
5138,-62.8874588,-0.6649236679,0.1031766683
5139,-62.88380814,-0.4858760834000001,0.09503817558
5140,-62.86382675,-0.2727441788,0.1088542864
5141,-62.84091949,-0.116569519,0.128308326
5142,-62.82151413,0.1422996521,0.07739399374
5143,-62.85467148,0.3545513153,0.07861666381
5144,-62.93652344,0.5644950867,0.07841001451
5145,-62.92340088,0.7462062836,0.07775832713
5146,-62.89636612,0.9125061035,0.0775866583
5147,-62.86261368,1.133625031,0.07731555402000001
5148,-62.89099503,1.340646744,0.07773900032
5149,-62.87268448,1.566848755,0.07816500962
5150,-62.87027359,1.7607860569999998,0.07804124802
5151,-62.80774307,1.964401245,0.07722332328999999
5152,-62.81159592,2.173650742,0.07442499697
5153,-62.85482025,2.348655701,0.07159249485000001
5154,-62.87632370000001,2.540355682,0.08183798194
5155,-62.90461349,2.731948853,0.07657857984000001
5156,-62.67338943,-3.23565197,0.1124733463
5157,-62.68913651,-3.073463202,0.1201714277
5158,-62.65269470000001,-2.896942854,0.1157433242
5159,-62.64887619,-2.693389893,0.1138807684
5160,-62.68761444,-2.467809916,0.1051599979
5161,-62.66892242,-2.287393093,0.1162454486
5162,-62.59236145,-2.038975239,0.12363334
5163,-62.67279053,-1.877153873,0.1114630029
5164,-62.64532089,-1.662718773,0.1137391552
5165,-62.64601898,-1.4533252719999998,0.1158536449
5166,-62.65650558,-1.289011955,0.1261925101
5167,-62.67655182,-1.077043533,0.116832003
5168,-62.70314026,-0.8786678314,0.1024857163
5169,-62.66890717,-0.6550512314,0.09249111265
5170,-62.68691635,-0.4686183929,0.107621111
5171,-62.67481995,-0.2048578262,0.1108490899
5172,-62.63072205,-0.04538536072,0.1199640036
5173,-62.6492157,0.1420612335,0.08808499574999999
5174,-62.66980362,0.2954025269,0.09909598529
5175,-62.66157913,0.5282154083,0.08449999988
5176,-62.65915298,0.7648239136,0.09072569758
5177,-62.63884354,0.9834880829,0.08476998657
5178,-62.61845779,1.142709732,0.09223999828
5179,-62.64926529,1.305416107,0.09205999225
5180,-62.67961121,1.584674835,0.09698713571
5181,-62.68967438,1.764293671,0.08470428734999999
5182,-62.68485641,1.937217712,0.07732500135999999
5183,-62.67256546,2.145578384,0.08019726723
5184,-62.66474533,2.3714504240000003,0.07462799549
5185,-62.66556931,2.538879395,0.0758478567
5186,-62.64952469,2.753730774,0.08047999442
5187,-62.51493835,-3.255507469,0.1086059883
5188,-62.50337601,-3.069277287,0.1076124981
5189,-62.46242523,-2.890169859,0.1082744375
5190,-62.45168686,-2.66195488,0.1163621098
5191,-62.44999695,-2.445466042,0.1175692752
5192,-62.4718895,-2.228114367,0.123680003
5193,-62.46673584,-2.044859409,0.1219193786
5194,-62.47441864,-1.866646767,0.1264522076
5195,-62.47015762,-1.651913166,0.1179099977
5196,-62.49058533,-1.438838005,0.1145137548
5197,-62.47379303,-1.230953217,0.1076687425
5198,-62.47359085,-1.022176743,0.1157105938
5199,-62.50743103,-0.8464927673,0.1062766686
51100,-62.47727203,-0.662530899,0.1166357175
51101,-62.4851532,-0.4424057007,0.1117571369
51102,-62.47163773,-0.2526025772,0.1100769192
51103,-62.47955322,-0.06031990051,0.1249314249
51104,-62.47989655,0.1673126221,0.1061825007
51105,-62.48021317,0.3728351593,0.10942249
51106,-62.47125626,0.551115036,0.1153487489
51107,-62.48616791,0.7527923584,0.1121784598
51108,-62.46450424,0.9522838593,0.1044922993
51109,-62.46465302,1.14557457,0.09630856662999998
51110,-62.46919632,1.349374771,0.09335356206
51111,-62.47804642,1.53922081,0.1032342836
51112,-62.45063782,1.740718842,0.09416090697
51113,-62.46810532,1.946306229,0.09007099270999999
51114,-62.43944931,2.140411377,0.1030079797
51115,-62.50061035,2.320747375,0.08843999356
51116,-62.49393463,2.537464142,0.09456443787
51117,-62.47859573,2.768264771,0.08367999642999999
51118,-62.28399277,-3.2213730810000003,0.0953258276
51119,-62.24153137,-3.0400242810000004,0.1142562479
51120,-62.27895355,-2.857595205,0.1132753864
51121,-62.28589249,-2.665919781,0.1151713356
51122,-62.26573181,-2.454073429,0.1223542765
51123,-62.30072784,-2.267498493,0.1212166697
51124,-62.28163910000001,-2.062132835,0.1150408313
51125,-62.29716492,-1.837917805,0.112911433
51126,-62.27322006,-1.63915062,0.1170281842
51127,-62.2936554,-1.464306831,0.1220246032
