x,y,z
-63.05988312,-3.6054878230000003,0.4346288443
-63.06110382,-3.6730942730000002,0.6354141235
-63.05589676,-3.7438218589999996,0.8390319347
-63.04641342,-3.810368299,1.032476902
-63.03855133,-3.88150382,1.241611958
-63.04015732,-3.9511382580000003,1.4432315830000002
-63.05350876,-4.020732403,1.6437158580000002
-63.05693054,-4.086435318,1.8399963380000002
-63.05268097,-4.153139114,2.042665482
-63.05787659,-4.2218446730000005,2.247406006
-63.06040955,-4.2874827380000005,2.441009521
-63.06468964,-4.354816914,2.633797646
-63.02960587,-4.395518303,2.7498817439999996
-63.05317307,-4.494889736,3.047784805
-63.05902481,-4.559310913,3.238607407
-63.05176544,-4.628311157,3.439369202
-63.05343628,-4.697810173,3.641588211
-63.05827332,-4.767579556,3.840866089
-63.05395508,-4.833851337,4.032365799
-63.06095886,-4.906194687,4.239196777
-63.05744171,-4.967985153,4.410636902
-62.86769867,-3.5826535219999998,0.3663566113
-62.86169434,-3.647582293,0.5619089603
-62.86071396,-3.721995115,0.7794857025
-62.85781097,-3.7929043769999997,0.9833374023
-62.85001755,-3.8580353260000004,1.1740407940000002
-62.85350418,-3.9276530739999997,1.37543726
-62.85814667,-3.9966888430000003,1.575200081
-62.85703278,-4.06592083,1.77869606
-62.85393143,-4.12906456,1.969820023
-62.85445786,-4.193483353,2.1641359330000003
-62.85676956,-4.264413357,2.374871254
-62.85181046,-4.333580017,2.576703072
-62.85842514,-4.380764961000001,2.714270592
-62.86035538,-4.479773045,3.006845474
-62.85364151,-4.534174442,3.169322968
-62.85216141,-4.605005741,3.374673843
-62.85732651,-4.674381733,3.575534821
-62.85509872,-4.744612217,3.776882172
-62.84744644,-4.813795567,3.974802017
-62.85730362,-4.881630898,4.16888237
-62.84662628,-4.953964233,4.376579285
-62.62840652,-3.580868483,0.35715949539999997
-62.64389801,-3.652981043,0.5725755692
-62.66418076,-3.717667103,0.7671434879000001
-62.67239761,-3.7926054,0.9830455779999999
-62.67372894,-3.8560614589999997,1.168606281
-62.65573883,-3.927769661,1.3763165469999998
-62.656692500000005,-3.997151375,1.577031136
-62.64982605,-4.060999393,1.764305115
-62.6623764,-4.128321648,1.96931839
-62.652019499999994,-4.196225643,2.173832893
-62.65071487,-4.262955666,2.37308979
-62.65583038,-4.333413601,2.578728676
-62.65276337,-4.382319927,2.720020294
-62.64670563,-4.4814548489999995,3.0148525239999997
-62.65789413,-4.536326885,3.1783752439999997
-62.65159988,-4.601941109,3.369216919
-62.66617584,-4.671803951,3.569498062
-62.65520096,-4.741569042,3.7682209010000003
-62.65008545,-4.813366413,3.973575592
-62.65164948,-4.880687237,4.165311813
-62.65214539,-4.9507260319999995,4.366617203000001
-62.45995331,-3.586791039,0.375854969
-62.44901657,-3.649929047,0.5672459602000001
-62.43941879,-3.718384027,0.7678389549
-62.43800735,-3.788131714,0.9673218726999999
-62.42292404,-3.855824471,1.166885853
-62.4548645,-3.9250481130000003,1.3686976430000002
-62.49160004,-4.000065327,1.5864486690000001
-62.47481918,-4.064433575,1.7759351730000001
-62.47449875,-4.129659653,1.974155426
-62.45539856,-4.19551754,2.1739254
-62.46826553,-4.264208317,2.379925728
-62.463584899999994,-4.332322121,2.578269958
-62.47210312,-4.381665707,2.7248210910000004
-62.45651627,-4.480294703999999,3.015714645
-62.464077,-4.532696724,3.170310974
-62.46711349,-4.603692055,3.3759956360000003
-62.46816254,-4.670163155,3.5670280460000003
-62.45715714,-4.743878365,3.77604866
-62.45424271,-4.812422752,3.971616745
-62.45071793,-4.881891251,4.168371201
-62.45811462,-4.953359604,4.375091553
-62.22854233,-3.585573912,0.371065855
-62.22571182,-3.652009487,0.5712602139
-62.23821259,-3.723963737,0.7843236923000001
-62.24763489,-3.789521694,0.9737138748
-62.25283813,-3.860446692,1.180419445
-62.26504135,-3.9282031060000002,1.376213074
-62.25637436,-3.996989012,1.575582504
-62.25496292,-4.062701225,1.771430969
-62.23843384,-4.133804321,1.982943535
-62.23737335,-4.196627617,2.177951813
-62.258304599999995,-4.266294956,2.386278152
-62.26696777,-4.337636471000001,2.589903831
-62.25980377,-4.383587837,2.726641655
-62.27261353,-4.484484196,3.027080536
-62.25643921,-4.5359373089999995,3.181661606
-62.25457001,-4.60529089,3.3815116880000002
-62.25540924,-4.670259476,3.56819725
-62.2522049,-4.744820118,3.779701233
-62.26248169,-4.814079285,3.9760665889999998
-62.25364304,-4.885156155,4.177160263
-62.25853348,-4.9566578869999995,4.377983093
-62.05577087,-3.587077856,0.37753784659999995
-62.05812073,-3.652694941,0.5758407115999999
-62.05272675,-3.722469807,0.7813150883
-62.05321884,-3.7893114089999997,0.9732789993000001
-62.05165863,-3.861279249,1.183333397
-62.05315781,-3.9249579910000003,1.366767883
-62.05018616,-3.99853301,1.57826519
-62.04772186,-4.068492413,1.785737991
-62.04634094,-4.12755537,1.969555855
-62.05605316,-4.197356701,2.175065994
-62.05234528,-4.263695717,2.3764095309999997
-62.05853653,-4.331430912,2.579118729
