id,x,y,z
31,-63.05348969,-3.544139147,0.2440391034
32,-63.05988312,-3.605487823,0.4346288443
33,-63.06110382,-3.673094273,0.6354141235
34,-63.05589676,-3.743821859,0.8390319347
35,-63.04641342,-3.810368299,1.032476902
36,-63.03855133,-3.88150382,1.241611958
37,-63.04015732,-3.951138258,1.4432315830000002
38,-63.05350876,-4.020732403,1.6437158580000002
39,-63.05693054,-4.086435318,1.839996338
310,-63.05268097,-4.153139114,2.042665482
311,-63.05787659,-4.2218446730000005,2.247406006
312,-63.06040955,-4.2874827380000005,2.441009521
313,-63.06468964,-4.354816914,2.633797646
314,-63.02960587,-4.395518303,2.749881744
315,-63.05317307,-4.494889736,3.047784805
316,-63.05902481,-4.559310913,3.238607407
317,-63.05176544,-4.628311157,3.439369202
318,-63.05343628,-4.697810173,3.641588211
319,-63.05827332,-4.767579556,3.840866089
320,-63.05395508,-4.833851337,4.032365799
321,-63.06095886,-4.906194687,4.239196777
322,-63.05744171,-4.967985153,4.410636902
323,-62.87451935,-3.5269181730000003,0.1979871392
324,-62.86769867,-3.582653522,0.3663566113
325,-62.86169434,-3.647582293,0.5619089603
326,-62.86071396,-3.721995115,0.7794857025
327,-62.85781097,-3.792904377,0.9833374023
328,-62.85001755,-3.858035326,1.1740407940000002
329,-62.85350418,-3.927653074,1.37543726
330,-62.85814667,-3.996688843,1.575200081
331,-62.85703278,-4.06592083,1.77869606
332,-62.85393143,-4.12906456,1.969820023
333,-62.85445786,-4.193483353,2.1641359330000003
334,-62.85676956,-4.264413357,2.374871254
335,-62.85181046,-4.333580017,2.576703072
336,-62.85842514,-4.3807649610000015,2.714270592
337,-62.86035538,-4.479773045,3.006845474
338,-62.85364151,-4.534174442,3.169322968
339,-62.85216141,-4.605005741,3.374673843
340,-62.85732651,-4.674381733,3.575534821
341,-62.85509872,-4.744612217,3.776882172
342,-62.84744644,-4.813795567,3.974802017
343,-62.85730362,-4.881630898,4.16888237
344,-62.84662628,-4.953964233,4.376579285
345,-62.85614014,-5.0067777630000005,4.477588654
346,-62.64921951,-3.528053522,0.1974235326
347,-62.62840652,-3.580868483,0.3571594954
348,-62.64389801,-3.652981043,0.5725755692
349,-62.66418076,-3.717667103,0.7671434879000001
350,-62.67239761,-3.7926054,0.983045578
351,-62.67372894,-3.856061459,1.168606281
352,-62.65573883,-3.927769661,1.3763165469999998
353,-62.65669250000001,-3.997151375,1.577031136
354,-62.64982605,-4.060999393,1.764305115
355,-62.6623764,-4.128321648,1.96931839
356,-62.6520195,-4.196225643,2.173832893
357,-62.65071487,-4.262955666,2.37308979
358,-62.65583038,-4.333413601,2.578728676
359,-62.65276337,-4.382319927,2.720020294
360,-62.64670563,-4.481454849,3.014852524
361,-62.65789413,-4.536326885,3.178375244
362,-62.65159988,-4.601941109,3.369216919
363,-62.66617584,-4.671803951,3.569498062
364,-62.65520096,-4.741569042,3.768220901
365,-62.65008545,-4.813366413,3.973575592
366,-62.65164948,-4.880687237,4.165311813
367,-62.65214539,-4.950726032,4.3666172030000014
368,-62.65540695,-5.016173363,4.477767944
369,-62.45610428,-3.530486107,0.204479441
370,-62.45995331,-3.586791039,0.375854969
371,-62.44901657,-3.649929047,0.5672459602000001
372,-62.43941879,-3.718384027,0.7678389549
373,-62.43800735,-3.788131714,0.9673218727
374,-62.42292404,-3.855824471,1.166885853
375,-62.4548645,-3.925048113,1.3686976430000002
376,-62.49160004,-4.000065327,1.586448669
377,-62.47481918,-4.064433575,1.775935173
378,-62.47449875,-4.129659653,1.974155426
