A,1,305,306
A,306,10,1
A,10,2,1
A,10,11,2
A,11,3,2
A,11,12,3
A,12,4,3
A,12,13,4
A,13,5,4
A,13,14,5
A,14,6,5
A,14,15,6
A,15,7,6
A,15,16,7
A,16,8,7
A,16,17,8
A,17,9,8
A,17,18,9
A,17,110,18
A,110,111,18
A,110,210,111
A,210,211,111
A,210,258,211
A,258,259,211
A,258,268,259
A,258,267,268
A,267,276,268
A,276,277,268
A,276,285,277
A,285,286,277
A,285,295,286
A,285,294,295
A,294,303,295
A,303,304,295
A,303,27,304
A,303,26,27
A,26,36,27
A,26,35,36
A,35,44,36
A,44,45,36
A,44,53,45
A,53,54,45
A,53,62,54
A,53,61,62
A,61,69,62
A,69,70,62
A,69,77,70
A,77,78,70
A,77,85,78
A,85,86,78
A,85,94,86
A,85,93,94
A,93,102,94
A,93,101,102
A,101,118,102
A,118,119,102
A,118,127,119
A,127,128,119
A,127,136,128
A,136,137,128
A,136,145,137
A,145,146,137
A,145,155,146
A,155,156,146
A,155,165,156
A,165,166,156
A,165,175,166
A,165,174,175
A,174,183,175
A,183,184,175
A,183,192,184
A,192,193,184
A,192,202,193
A,192,201,202
A,201,219,202
A,219,220,202
A,219,228,220
A,228,229,220
A,228,237,229
A,228,236,237
A,236,244,237
A,244,245,237
A,236,243,244
A,236,235,243
A,235,242,243
A,242,250,243
A,242,249,250
A,242,241,249
A,241,248,249
A,241,240,248
A,240,247,248
A,240,239,247
A,239,246,247
A,239,238,246
A,239,231,238
A,231,230,238
A,230,337,238
A,337,338,238
A,230,221,337
A,221,336,337
A,221,212,336
A,212,335,336
A,212,334,335
A,212,194,334
A,194,185,334
A,185,333,334
A,185,176,333
A,176,332,333
A,176,167,332
A,167,331,332
A,167,157,331
A,157,330,331
A,157,329,330
A,157,147,329
A,147,138,329
A,138,328,329
A,138,327,328
A,138,129,327
A,129,120,327
A,120,326,327
A,120,325,326
A,120,112,325
A,120,121,112
A,121,113,112
A,113,96,112
A,96,95,112
A,96,87,95
A,96,88,87
A,88,79,87
A,88,80,79
A,80,72,79
A,72,71,79
A,72,64,71
A,64,63,71
A,64,56,63
A,56,55,63
A,56,47,55
A,47,46,55
A,47,37,46
A,37,317,46
A,317,318,46
A,318,319,46
A,37,28,317
A,28,316,317
A,28,315,316
A,28,19,315
A,19,296,315
A,296,314,315
A,296,287,314
A,287,313,314
A,287,312,313
A,287,278,312
A,278,269,312
A,269,311,312
A,269,260,311
A,260,310,311
A,260,309,310
A,260,251,309
A,251,203,309
A,203,308,309
A,203,103,308
A,103,307,308
A,103,10,307
A,10,306,307
A,103,11,10
A,103,104,11
A,104,12,11
A,104,105,12
A,105,13,12
A,105,106,13
A,106,14,13
A,106,107,14
A,107,15,14
A,107,108,15
A,108,16,15
A,108,109,16
A,109,17,16
A,109,110,17
A,109,210,110
A,109,209,210
A,209,257,210
A,257,258,210
A,257,267,258
A,257,266,267
A,266,275,267
A,275,276,267
A,275,285,276
A,275,284,285
A,284,294,285
A,284,293,294
A,293,302,294
A,302,303,294
A,302,26,303
A,302,25,26
A,25,34,26
A,34,35,26
A,34,43,35
A,43,44,35
A,43,52,44
A,52,53,44
A,52,61,53
A,52,60,61
A,60,68,61
A,68,69,61
A,68,76,69
A,76,77,69
A,76,84,77
A,84,85,77
A,84,92,85
A,92,93,85
A,92,101,93
A,92,100,101
A,100,117,101
A,117,118,101
A,117,126,118
A,126,127,118
A,126,136,127
A,126,135,136
A,135,145,136
A,135,144,145
A,144,154,145
A,154,155,145
A,154,165,155
A,154,164,165
A,164,174,165
A,164,173,174
A,173,182,174
A,182,183,174
A,182,191,183
A,191,192,183
A,191,201,192
A,191,200,201
A,200,219,201
A,200,218,219
A,218,227,219
A,227,228,219
A,227,236,228
A,227,235,236
A,227,226,235
A,226,234,235
A,234,242,235
A,234,241,242
A,234,233,241
A,233,240,241
A,233,232,240
A,232,239,240
A,232,231,239
A,232,223,231
A,223,222,231
A,222,230,231
A,222,221,230
A,222,213,221
A,213,212,221
A,213,195,212
A,195,194,212
A,195,186,194
A,186,185,194
A,186,176,185
A,186,177,176
A,177,168,176
A,168,167,176
A,168,158,167
A,158,157,167
A,158,148,157
A,148,147,157
A,148,138,147
A,148,139,138
A,139,129,138
A,139,130,129
A,130,120,129
A,130,121,120
A,130,131,121
A,131,122,121
A,122,113,121
A,122,114,113
A,114,97,113
A,97,96,113
A,97,89,96
A,89,88,96
A,89,80,88
A,89,81,80
A,81,73,80
A,73,72,80
A,73,65,72
A,65,64,72
A,65,57,64
A,57,56,64
A,57,48,56
A,48,47,56
A,48,39,47
A,39,38,47
A,38,37,47
A,38,29,37
A,29,28,37
A,29,20,28
A,20,19,28
A,20,296,19
A,20,297,296
A,297,288,296
A,288,287,296
A,288,278,287
A,288,279,278
A,279,270,278
A,270,269,278
A,270,261,269
A,261,260,269
A,261,251,260
A,261,252,251
A,252,204,251
A,204,203,251
A,204,103,203
A,204,104,103
A,204,205,104
A,205,105,104
A,205,206,105
A,206,106,105
A,206,207,106
A,207,107,106
A,207,208,107
A,208,108,107
A,208,109,108
A,208,209,109
A,208,256,209
A,256,257,209
A,256,266,257
A,256,265,266
A,265,275,266
A,265,274,275
A,274,284,275
A,274,283,284
A,283,293,284
A,283,292,293
A,292,301,293
A,301,302,293
A,301,25,302
A,301,24,25
A,24,33,25
A,33,34,25
A,33,42,34
A,42,43,34
A,42,52,43
A,42,51,52
A,51,60,52
A,51,59,60
A,59,67,60
A,67,68,60
A,67,75,68
A,75,76,68
A,75,83,76
A,83,84,76
A,83,92,84
A,83,91,92
A,91,100,92
A,91,99,100
A,99,116,100
A,116,117,100
A,116,125,117
A,125,126,117
A,125,135,126
A,125,134,135
A,134,144,135
A,134,143,144
A,143,152,144
A,152,153,144
A,153,154,144
A,153,164,154
A,153,163,164
A,163,173,164
A,163,172,173
A,172,181,173
A,181,182,173
A,181,190,182
A,190,191,182
A,190,199,191
A,199,200,191
A,199,218,200
A,199,217,218
A,217,226,218
A,226,227,218
A,217,225,226
A,225,234,226
A,225,233,234
A,225,224,233
A,224,232,233
A,224,223,232
A,224,215,223
A,215,214,223
A,214,222,223
A,214,213,222
A,214,196,213
A,196,195,213
A,196,187,195
A,187,186,195
A,187,177,186
A,187,178,177
A,178,168,177
A,178,169,168
A,169,159,168
A,159,158,168
A,159,149,158
A,149,148,158
A,149,139,148
A,149,140,139
A,140,130,139
A,140,131,130
A,140,141,131
A,141,132,131
A,132,123,131
A,123,122,131
A,123,114,122
A,123,115,114
A,115,98,114
A,98,97,114
A,98,89,97
A,98,90,89
A,90,81,89
A,90,82,81
A,82,74,81
A,74,73,81
A,74,66,73
A,66,65,73
A,66,58,65
A,58,57,65
A,58,49,57
A,49,48,57
A,49,39,48
A,49,40,39
A,40,30,39
A,30,38,39
A,30,29,38
A,30,21,29
A,21,20,29
A,21,297,20
A,21,298,297
A,298,289,297
A,289,288,297
A,289,279,288
A,289,280,279
A,280,271,279
A,271,270,279
A,271,262,270
A,262,261,270
A,262,252,261
A,262,253,252
A,253,205,252
A,205,204,252
A,253,206,205
A,253,254,206
A,254,207,206
A,254,255,207
A,255,208,207
A,255,256,208
A,255,265,256
A,255,264,265
A,264,273,265
A,273,274,265
A,273,283,274
A,273,282,283
A,282,292,283
A,282,291,292
A,291,300,292
A,300,301,292
A,300,24,301
A,300,23,24
A,23,33,24
A,23,32,33
A,32,41,33
A,41,42,33
A,41,51,42
A,41,50,51
A,50,59,51
A,50,58,59
A,58,66,59
A,66,67,59
A,66,74,67
A,74,75,67
A,74,82,75
A,82,83,75
A,82,91,83
A,82,90,91
A,90,99,91
A,90,98,99
A,98,115,99
A,115,116,99
A,115,125,116
A,115,124,125
A,124,134,125
A,124,133,134
A,133,143,134
A,133,142,143
A,142,152,143
A,142,151,152
A,151,162,152
A,162,163,152
A,163,153,152
A,162,172,163
A,162,171,172
A,171,180,172
A,180,181,172
A,180,189,181
A,189,190,181
A,189,198,190
A,198,199,190
A,198,217,199
A,198,216,217
A,216,225,217
A,216,224,225
A,216,215,224
A,216,197,215
A,197,196,215
A,196,214,215
A,197,188,196
A,188,187,196
A,188,179,187
A,179,178,187
A,179,170,178
A,170,169,178
A,170,160,169
A,160,159,169
A,160,150,159
A,150,149,159
A,150,140,149
A,150,141,140
A,150,151,141
A,151,142,141
A,142,132,141
A,142,133,132
A,133,124,132
A,124,123,132
A,124,115,123
A,150,160,151
A,160,161,151
A,161,162,151
A,161,171,162
A,161,170,171
A,170,180,171
A,170,179,180
A,179,189,180
A,179,188,189
A,188,197,189
A,197,198,189
A,197,216,198
A,161,160,170
A,50,49,58
A,50,41,49
A,41,40,49
A,41,32,40
A,32,31,40
A,31,30,40
A,31,22,30
A,22,21,30
A,22,298,21
A,22,299,298
A,299,290,298
A,290,289,298
A,290,280,289
A,290,281,280
A,281,271,280
A,281,272,271
A,272,262,271
A,272,263,262
A,263,253,262
A,263,254,253
A,263,264,254
A,264,255,254
A,263,273,264
A,263,272,273
A,272,281,273
A,281,282,273
A,281,291,282
A,281,290,291
A,290,299,291
A,299,300,291
A,299,23,300
A,299,22,23
A,22,32,23
A,22,31,32
A,146,156,137
A,243,250,244
A,238,338,246
A,112,324,325
A,112,95,324
A,95,87,324
A,87,323,324
A,87,322,323
A,87,79,322
A,79,71,322
A,71,321,322
A,71,63,321
A,63,320,321
A,63,55,320
A,55,319,320
A,55,46,319
