Adjusted_X,Adjusted_Y,Adjusted_Z,Slice_Index
20.74082374572754,8.37934935092926,0.01470198296010494,7
20.77672576904297,8.307263970375061,0.016131538897752762,7
20.78768539428711,8.463662505149841,0.03447732701897621,7
20.79037475585937,8.331127285957336,0.015572981908917429,7
20.791343688964844,8.246544122695923,0.013711024075746536,7
20.79226303100586,8.464351654052733,0.04178590700030327,7
20.79640007019043,8.200775027275085,0.011792616918683052,7
20.81601333618164,8.335692167282103,0.014508431777358057,7
20.84067153930664,8.437664747238161,0.02212865836918354,7
20.848129272460934,8.413865089416504,0.01529497466981411,7
20.85186767578125,8.271920561790466,0.01397585216909647,7
20.85536003112793,8.443786978721619,0.02500348351895809,7
20.858646392822266,8.424126863479612,0.01866782642900944,7
20.90446662902832,8.209606170654299,0.015340767800807953,7
20.904634475708008,8.313145518302917,0.014737114310264587,7
20.90532112121582,8.410064578056335,0.014627093449234962,7
20.90664291381836,8.457419276237488,0.023359227925539017,7
20.93501853942871,8.20616602897644,0.01426930259913206,7
20.94322967529297,8.455926418304442,0.02080107107758522,7
20.95190620422364,8.429954886436462,0.01396599318832159,7
20.95650291442871,8.448647141456604,0.01783635839819908,7
20.973426818847656,8.27622652053833,0.015532667748630047,7
20.99134063720703,8.463603019714355,0.040168780833482735,7
21.011871337890625,8.465097427368164,0.03326486796140672,7
21.020099639892575,8.463768124580383,0.04007599130272865,7
21.020761489868164,8.235104441642761,0.015425991266965866,7
21.02134323120117,8.396795392036438,0.015244265086948872,7
21.02736091613769,8.200292587280272,0.01007252372801304,7
21.06716537475586,8.3055739402771,0.01568613015115261,7
21.090312957763672,8.375444769859314,0.014557857997715471,7
21.094703674316406,8.303412437438965,0.016088826581835747,7
21.114076614379886,8.426570296287537,0.016865568235516548,7
21.13471221923828,8.463424563407898,0.04117228835821152,7
21.135051727294922,8.398252248764036,0.014876491390168669,7
21.138362884521484,8.219977736473082,0.014576071873307228,7
21.141895294189453,8.207579851150513,0.015554497949779034,7
21.144094467163086,8.257625341415405,0.015980713069438934,7
21.156896591186523,8.345627784729004,0.016329659149050713,7
21.212526321411133,8.449662446975706,0.019452935084700584,7
