x y z
-0.206104852 3.502717454 0.26239392100000003
-0.20508185399999998 3.589225182 0.520108086
-0.20625908 3.458530778 0.10521569300000001
-0.202973796 3.53862494 0.36146552600000004
-0.20282359 3.520869015 0.301913453
-0.201660653 3.512838533 0.321450836
-0.202042978 3.451246279 0.08567904800000001
-0.199777791 3.4914566419999997 0.242853879
-0.194039563 3.482294594 0.203783479
-0.11461871900000001 3.4666847919999997 0.188408065
-0.11404280300000001 3.481239852 0.22842916600000002
-0.111948726 3.5833324380000002 0.547646809
-0.10221681699999999 3.532824774 0.388002565
-0.101432606 3.514326247 0.32845041399999997
-0.066633605 3.480635939 0.231207358
-0.053003489 3.533120068 0.391749841
0.000175218 3.426288656 0.035738356
0.001584399 3.53925538 0.41647048600000003
0.006328088000000001 3.5030452210000003 0.295888743
0.007695863000000001 3.561716371 0.477461001
0.008005448 3.451438359 0.135783939
0.025495608 3.5161425939999997 0.337316575
0.11287884 3.4351601489999997 0.080775885
0.11535930900000001 3.447487035 0.121282415
0.11678074199999999 3.565627857 0.486870691
0.12163974300000001 3.5301278239999996 0.385331807
0.122102236 3.5119991969999997 0.324315303
0.122031736 3.4914886060000003 0.26330293899999996
0.234055118 3.564366143 0.476241213
0.233846453 3.534139628 0.393755211
0.23493225 3.483958148 0.22974465100000002
0.236890194 3.466432497 0.188741438
0.238296127 3.4158810280000003 0.025706266000000002
0.255280418 3.51401744 0.333161114
0.284011832 3.453382978 0.19104508899999997
0.30201323 3.5533982060000002 0.505675643
0.692091208 3.534137785 0.47026197799999997
0.6929641209999999 3.533665151 0.42924329
0.693746002 3.495348953 0.313071805
0.7048346529999999 3.559799518 0.46726244299999997
1.0907171820000001 3.554147946 0.520225309
1.091382659 3.5534166610000004 0.529990191
1.092138603 3.523419037 0.418204468
1.092885294 3.484421778 0.307892854
1.094170732 3.543062778 0.463586499
1.100961503 3.530331595 0.407914211
1.106646539 3.579933263 0.536747574
1.1363478679999999 3.5240289660000004 0.363861146
1.14074058 3.530304226 0.392649342
1.1492525759999999 3.544578707 0.43020410200000003
1.151726751 3.52942868 0.38431370600000003
1.152261024 3.578434765 0.541485464
1.15162368 3.508236208 0.329650287
1.158686048 3.525753262 0.375994151
1.205824444 3.581159033 0.546192834
1.496028091 3.546554927 0.522346753
1.495695587 3.5246136810000004 0.413485755
1.4970804219999998 3.523838687 0.433013215
1.49683053 3.48593799 0.308543358
1.497314414 3.522767895 0.42373538899999996
1.4978978280000002 3.5519743210000003 0.5408898670000001
1.4982624880000002 3.552959493 0.5218444870000001
1.504714846 3.5022981960000004 0.314847626
1.5145890130000002 3.51262921 0.332870647
1.524322004 3.5049151289999996 0.31673473
1.529692667 3.503097269 0.307930505
1.53206506 3.565171124 0.503655976
1.539067959 3.5225476760000003 0.380632994
1.5408113159999999 3.5112663619999998 0.335717679
1.552230085 3.5465336869999997 0.443064315
1.563195752 3.544981426 0.44449593600000004
1.5760667730000002 3.534214221 0.401008966
1.5780044480000002 3.5601450260000003 0.480075369
1.5879990869999998 3.516236409 0.349232261
1.612442736 3.56194493 0.482892655
1.612927589 3.527837035 0.387225306
1.612947458 3.500368359 0.308641347
1.6131229980000001 3.510766428 0.32523145600000003
1.62018039 3.539769811 0.41355599200000004
1.6474454680000001 3.5539820439999996 0.46911674299999995
1.655613751 3.5557921869999998 0.488131537
1.895961763 3.522970808 0.42440577700000004
1.899308727 3.546313118 0.4653843
1.9020906830000002 3.551275729 0.455115664
1.9038290119999999 3.570628671 0.5244249529999999
2.299139356 3.520015607 0.40309043299999997
2.299504156 3.526649959 0.463629339
2.3023462080000003 3.4895093680000002 0.312781593
2.3033615419999998 3.5242216930000003 0.428951526
2.303479045 3.5026260139999996 0.344990577
2.3039952930000003 3.5286483910000004 0.40990145
2.304946959 3.4962278980000003 0.310812593
2.310875539 3.54476431 0.433299411
2.328886109 3.5447358939999996 0.434705515
2.338751058 3.503272046 0.311672027
2.3489602769999998 3.560532733 0.476616508
2.373820783 3.535636073 0.413086735
2.379564882 3.50282708 0.3056821
2.415919935 3.5618585410000003 0.480793441
2.418552139 3.567920275 0.505680331
2.418441259 3.5314068730000003 0.390486747
2.418433796 3.51158766 0.332891311
2.419335348 3.576896941 0.530570843
2.420353556 3.501707128 0.30896990399999996
2.430559461 3.52316091 0.375319863
2.4378443880000003 3.5076297210000003 0.326485128
2.441107911 3.544923238 0.432879876
2.455687371 3.501704778 0.311297227
2.467840215 3.5337753210000002 0.401556005
2.469808044 3.5718735130000003 0.5167420739999999
2.477005031 3.56713121 0.500611018
2.491638565 3.560406057 0.476157215
2.4931324580000003 3.54952099 0.45223829600000004
2.507993397 3.5333965189999996 0.40435594700000005
2.518600775 3.55967513 0.478024359
2.526397162 3.565666684 0.494593465
2.533343164 3.5696465280000003 0.511656631
2.533056872 3.53872429 0.42184744799999996
2.540571181 3.5079532760000003 0.386213266
2.554509803 3.533255992 0.44229253799999996
2.561992613 3.517793694 0.45498089799999997
2.56364301 3.571769865 0.512533959
2.704649766 3.546476013 0.498923931
2.705382453 3.478657268 0.332979839
2.706606334 3.530288042 0.424228171
2.715355702 3.505200055 0.308504264
2.7171911810000005 3.5450737310000004 0.44712682600000003
2.719639139 3.518426427 0.34900376
2.725289014 3.5232113139999996 0.374370755
2.7271464510000003 3.56443218 0.486624434
2.762951371 3.541804637 0.432822879
2.7628084210000003 3.5167693260000004 0.35179564
2.762996602 3.5188443869999997 0.35960601200000003
2.781833166 3.5246479739999996 0.367839907
2.785965868 3.524325185 0.368314905
2.7974063069999997 3.504648187 0.31263559999999996
2.7984778710000002 3.487587642 0.308745051
2.805215748 3.557935587 0.474173191
2.806288753 3.510910453 0.33750236899999997
2.817118873 3.567424557 0.49805052299999997
2.844329964 3.5183350389999997 0.35494974799999995
2.857412296 3.537127232 0.411527875
2.876937061 3.503242989 0.307986137
2.878229611 3.557387791 0.468079691
2.87789869 3.510459835 0.323112048
2.87828096 3.5184411110000005 0.355817108
2.88081732 3.57109247 0.508095258
2.880912458 3.5053542839999996 0.307482813
2.8914180480000002 3.5181033860000004 0.35675130200000005
2.9347084039999998 3.51016891 0.334160627
2.942448478 3.5551056030000003 0.46201553100000003
2.953592738 3.53197748 0.398528868
2.956313787 3.5279202610000002 0.3736216
2.957661003 3.503484846 0.310655884
2.964056771 3.55237098 0.46341397
2.972188584 3.515201755 0.342823293
2.984141523 3.56051156 0.479453397
2.9931180439999996 3.540671085 0.41499302600000004
2.9935417089999996 3.581310155 0.52627494
2.99300654 3.5156470910000004 0.343731656
2.9985124460000003 3.48572791 0.30859094
3.00112699 3.5097796039999998 0.3192981
3.00262272 3.518710301 0.351510571
3.017970027 3.508111738 0.320222522
3.10843439 3.52362096 0.396574584
3.1086072639999998 3.53334974 0.428789291
3.1083559989999996 3.50243863 0.35021094399999997
3.110569646 3.580443499 0.537618199
3.113625844 3.5478774210000004 0.450730036
3.114785747 3.5022202910000004 0.307221383
3.126292836 3.573992873 0.522437709
3.127164572 3.513400288 0.330119182
3.1398216789999998 3.511369087 0.331056578
3.1414400689999997 3.533839623 0.394503786
3.148398018 3.5499826989999996 0.44231494600000004
3.176174366 3.54675171 0.434904895
3.17809922 3.5803363239999997 0.538865845
3.181417443 3.5039142819999998 0.30798174300000003
3.188359427 3.52771008 0.379710431
3.2230483960000003 3.5048006860000003 0.308822823
3.223715843 3.571179849 0.515780183
3.22399819 3.5235039610000003 0.36397536799999997
3.233547169 3.513717725 0.34100632
3.26615116 3.5184398110000004 0.348709139
3.2719383339999997 3.529111183 0.380416772
3.2994294280000003 3.510944914 0.32517204899999996
3.3041267789999997 3.560306906 0.47646987
3.3051092669999997 3.5202398560000003 0.357370642
3.316598552 3.579848031 0.540373561
3.317813485 3.534211731 0.41395466799999997
3.330103419 3.536363117 0.4139127
3.332584395 3.509726765 0.326043672
3.335813655 3.5501677480000002 0.45343015600000003
3.338106926 3.521457155 0.35726303299999995
3.3385846939999997 3.542297651 0.42950377
3.3394941389999997 3.5098638589999998 0.317232317
3.4045206830000003 3.5586917789999997 0.50300456
3.426015314 3.5559171419999998 0.46924646
3.434066982 3.537869143 0.39648606700000005
3.445017065 3.504335979 0.310550592
3.453067433 3.505435 0.310035272
3.4538440130000003 3.573191591 0.516989839
3.4536489130000003 3.5283217710000003 0.364207319
3.466134285 3.51656179 0.332930232
3.482758753 3.5076410630000003 0.335816577
3.516585123 3.5133524069999997 0.37720451299999996
3.521976822 3.528197045 0.399143704
3.525363907 3.5713709710000003 0.508460331
3.5295489239999998 3.571735217 0.50844645
3.534650253 3.542828079 0.429360918
3.545703362 3.511339371 0.325355619
3.568366302 3.528683455 0.380927705
3.5692517539999997 3.5779986160000004 0.53223808
3.56908507 3.509492551 0.317469551
3.577184517 3.506778239 0.31793443600000004
3.580004787 3.538560147 0.421406561
3.6260178560000003 3.5303997060000003 0.389040251
3.634331069 3.530439165 0.388525491
3.643835099 3.52829633 0.380685121
3.675923155 3.566445426 0.490891039
3.679622094 3.517821245 0.348354314
3.6833917730000003 3.5255119319999997 0.363470655
3.683399029 3.509527323 0.324425389
3.684030126 3.56756491 0.507953648
3.684546193 3.557782014 0.47573701
3.715738796 3.577919505 0.530789439
3.7250855169999997 3.5782116630000003 0.521969836
3.7284948730000003 3.510151205 0.332092542
3.7460146260000005 3.524413656 0.371082605
3.747410421 3.5601149430000003 0.47406701
3.7907370289999998 3.501072197 0.307487827
3.7952277289999996 3.536866385 0.40118435399999997
3.79877067 3.553287456 0.45730698
3.798603594 3.503927047 0.314783524
3.7993054089999996 3.535852835 0.401660071
3.801364328 3.5708222039999997 0.513431426
3.8557504060000003 3.477615292 0.312187903
3.8647713510000004 3.5633828339999996 0.487845242
3.893861694 3.554853585 0.48043708
3.961910267 3.5724411560000005 0.534885719
3.968752986 3.5200932739999997 0.38355428799999997
3.970043267 3.539772296 0.412825056
3.971350241 3.502495761 0.32741297
3.993679445 3.552850437 0.443496644
3.99790731 3.505935749 0.316580614
4.006121309 3.4348115960000003 0.18919164100000002
4.011261294 3.5709625089999997 0.516173514
4.012502229 3.3735988439999995 0.113066514
4.022037033999999 3.5520191580000002 0.451218406
4.027636202 3.5209817560000003 0.363343323
4.0291849619999995 3.5702346539999996 0.507327428
4.029021879 3.529204048 0.37846675
4.031322573 3.5477904000000002 0.425802016
4.037498403 3.5702741139999996 0.50681244
4.049295535 3.5234339039999996 0.36180678299999997
4.059063352 3.5400471839999996 0.409608145
4.068338156 3.5274887230000003 0.368576301
4.072892265 3.429565249 0.18751749199999998
4.079739065 3.479652478 0.23284970000000002
4.084667499 3.559249865 0.472981979
4.086152029 3.580334825 0.5291060470000001
4.088872385 3.555791 0.465159
4.092625735 3.4925360939999996 0.264044292
4.097535661 3.559970072 0.472450431
4.135296985 3.48535147 0.24633674600000002
4.140192744 3.5604373480000002 0.479148809
4.1402381010000004 3.443559748 0.108183352
4.143269715 3.469765256 0.197500085
4.14394593 3.5361475889999996 0.406898284
4.144307207 3.567766826 0.503541343
4.1439189569999995 3.516320772 0.342466889
4.143817505 3.444676372 0.11695976400000001
4.1557865089999995 3.5212970589999997 0.357559267
4.1701273510000005 3.5347701639999998 0.39704929899999997
4.170997348 3.548275072 0.446347975
4.172398557 3.548844553 0.437065475
4.177793507 3.428802445 0.084152734
4.185863839 3.520664276 0.356487225
4.20547916 3.499639443 0.291016884
4.569745856 3.573498265 0.5153491339999999
4.573869021 3.589828653 0.537778931
4.583061149 3.570731698 0.523610342
4.604754101 3.5617072939999996 0.488882662
4.61973298 3.5591201239999997 0.47076986200000004
4.653668726 3.565538965 0.529247982
4.653872774 3.5286544 0.413564486
4.832602991 3.555959222 0.5101272929999999
4.8360988460000005 3.577535031 0.5320651
4.8564981519999995 3.52068394 0.39924996100000004
4.871333297 3.517377778 0.353306587
4.892022043 3.5675593869999997 0.503087936
4.896605768 3.5682507310000005 0.511372504
4.915655214 3.57613807 0.535228606
4.925822439 3.5777613219999997 0.53421794
4.938848233 3.5051062839999996 0.322829446
4.94078901 3.51188925 0.330139855
4.949257731 3.5094922630000003 0.330115251
4.9500959589999995 3.5191578710000004 0.35500391
4.950378693 3.541752213 0.431638256
4.959010833 3.557407015 0.47260944899999996
4.977254321 3.51667546 0.352966295
4.988574332 3.511605832 0.334869403
5.005917106 3.5391151489999997 0.42706833
5.013047533 3.557325038 0.477318643
5.025593192 3.54242782 0.433837543
5.062738595 3.543325942 0.439087984
5.064531592 3.53522179 0.44104415
5.064374057 3.510181048 0.355134994
5.06472329 3.525809525 0.406385682
5.069478641 3.5598738539999997 0.5176611870000001
5.290808762 3.5646498560000004 0.5154781979999999
5.297131257 3.5662168660000004 0.505201939
5.3120094369999995 3.5660860619999997 0.503690335
5.315596264 3.55954543 0.486107926
5.315613922 3.527575932 0.408993958
5.317552517 3.546516698 0.442169763
5.3183184080000006 3.514514633 0.38360858600000003
5.339202949 3.532978716 0.396216962
5.379190815 3.573995885 0.523972158
5.382479325 3.54035711 0.42731936600000003
5.40263268 3.545363168 0.433596075
5.406139617000001 3.5023213610000004 0.310585953
5.4099020179999995 3.553473392 0.450165659
5.410246763 3.54162314 0.415021691
5.410455587 3.516228703 0.344735823
5.418137655 3.5284989 0.388643566
5.43710147 3.531187973 0.404692667
5.4625 3.531651907 0.430489505
5.468300049 3.546827448 0.46414523799999996
5.470735092999999 3.523334671 0.393361911
5.47331226 3.5363665269999998 0.447050547
5.744491101 3.568841975 0.517430545
5.755611021 3.569352005 0.516418277
5.778049077 3.5328167589999997 0.413847135
5.788782031 3.517016707 0.366954748
5.798794772000001 3.572200439 0.521159159
5.806080232 3.5132057339999996 0.345907251
5.810904938999999 3.556292521 0.47377359999999996
5.870277708 3.539541577 0.499969044
5.8714143320000005 3.5188640939999996 0.386217896
6.198101277999999 3.576166443 0.527192926
6.216148842000001 3.564663472 0.49638536200000005
6.2356661870000005 3.5659113139999996 0.504134186
6.246611357000001 3.5247187319999997 0.387444091
6.255249642999999 3.516060385 0.37766105899999997
6.257193958999999 3.566309683 0.511876572
6.259104852999999 3.525120442 0.38593934700000004
6.26955204 3.496873874 0.33857286799999997
10.28807917 3.557894855 0.515039344
10.70269357 3.519274246 0.39558224799999997
10.70342927 3.531394402 0.437070974
10.70356451 3.5174628489999997 0.38728067899999996
10.70508213 3.523240913 0.395082198
10.70991895 3.567002431 0.5097647829999999
11.10353642 3.539845586 0.475812344
11.104020599999998 3.5223936730000003 0.40502880700000005
11.11037674 3.5201411989999998 0.38938563600000003
11.12583686 3.5352376480000003 0.41324504799999995
11.14115514 3.56742235 0.516187625
11.45410067 3.4819279539999997 0.294082802
11.45693044 3.518881965 0.381434851
11.46062748 3.494573107 0.29160685
11.46923835 3.494233522 0.28474324300000003
11.47965896 3.557404945 0.479464547
11.49195314 3.51226464 0.33982531299999996
11.50181048 3.518091852 0.3554123
11.50562933 3.525799465 0.386153675
11.50895165 3.5439651480000003 0.438368996
11.50874577 3.506080114 0.327571038
11.50901888 3.521011592 0.371987854
11.50986912 3.52685274 0.386626797
11.52307425 3.4997312910000002 0.30702501
11.53679533 3.5490861419999997 0.464152781
11.56087082 3.535698968 0.414773648
11.56718967 3.505289243 0.32005974800000003
11.59615381 3.5235217160000003 0.37463443399999996
11.60534704 3.525582385 0.38339171899999996
11.6139434 3.5565439060000004 0.47170912200000004
11.62046615 3.500737118 0.304757359
11.62392013 3.531774514 0.407739187
11.62377186 3.4907502480000003 0.283760424
11.62471358 3.529267481 0.392602158
11.62910127 3.500406223 0.305705587
11.635112699999999 3.494016854 0.284697303
11.64898314 3.53710274 0.42523069
11.65589573 3.525753873 0.37395072100000004
11.66337318 3.551263068 0.462766649
