X,Y,Z,Slice_Index_1,Slice_Index_2
-0.004209994338452816,-2.9192371368408203,-0.0029299750458449125,0.0,0.0
-0.0002989965141750872,-2.8914911746978764,-0.0029299750458449125,0.0,0.0
0.0005310027045197785,-3.066105842590332,0.018065938726067543,0.0,0.0
0.0009829930495470762,-2.9501209259033203,-0.0024420309346169233,0.0,0.0
0.11503800004720688,-2.997177124023437,-0.01513698510825634,0.0,0.0
0.13314500451087952,-2.9033589363098145,-0.015624929219484331,0.0,0.0
-0.011138994246721271,-2.522488832473755,-0.007813052274286747,0.0,1.0
-0.009017995558679104,-2.4558141231536865,-0.008301109075546266,0.0,1.0
-0.006429999601095915,-2.5903940200805664,-0.006835912819951773,0.0,0.0
-0.0040609934367239475,-2.6969029903411865,-0.005372080951929092,0.0,0.0
-0.0002460042014718056,-2.467586040496826,-0.007813052274286747,0.0,1.0
1.9894000615749974e-06,-2.8038928508758545,-0.003906998783349991,0.0,0.0
0.00012499859440140426,-2.6303911209106445,-0.006347969174385071,0.0,0.0
0.0010490026324987411,-2.4202401638031006,-0.008301109075546266,0.0,1.0
0.1215990036725998,-2.512481927871704,0.017089027911424637,0.0,1.0
0.1300950050354004,-2.4660489559173584,0.017089027911424637,0.0,1.0
0.2287680059671402,-2.691296100616455,-0.013672015629708769,0.0,0.0
0.23472900688648224,-2.6727170944213867,-0.013672015629708769,0.0,0.0
0.2355100065469741,-2.746546983718872,0.044921044260263436,0.0,0.0
-0.009768996387720108,-2.200855016708374,-0.011231046169996263,0.0,1.0
-0.008092002011835575,-2.2764880657196045,-0.010254021733999252,0.0,1.0
-0.007991005666553974,-2.1164910793304443,-0.01171899028122425,0.0,1.0
-0.00684499926865101,-1.9652339220047,0.005370983853936195,0.0,2.0
-0.0019489903934299946,-2.211513042449951,-0.010742989368736744,0.0,1.0
-0.00055999297183007,-1.8455508947372443,0.004882017150521278,0.0,8.0
-0.00030598818557336926,-2.080384016036988,-0.01171899028122425,0.0,1.0
6.400560232577845e-05,-2.146215915679932,-0.011231046169996263,0.0,1.0
0.000369993707863614,-1.957142949104309,0.005859041120857,0.0,2.0
0.000717989110853523,-1.8733580112457275,0.005370983853936195,0.0,2.0
0.0026739996392279863,-2.2672898769378658,0.00878897774964571,0.0,1.0
0.00324500584974885,-1.753033995628357,0.004394073039293289,0.0,2.0
0.0070239990018308145,-1.96943998336792,-0.01220795698463917,0.0,2.0
0.18391099572181704,-1.7765769958496094,0.05126897618174553,0.0,2.0
-0.00881399866193533,-1.677278995513916,0.0034169340506196018,0.0,2.0
-0.00816200487315655,-1.3735979795455933,0.0014640219742432235,0.0,3.0
-0.007921997457742691,-1.2911900281906128,0.0009759640088304877,0.0,3.0
-0.006019988097250462,-1.4565390348434448,0.001952989026904106,0.0,3.0
-0.004585004411637783,-1.6499049663543701,0.0034169340506196018,0.0,2.0
-0.0006210001884028318,-1.6876200437545776,0.0039060150738805532,0.0,2.0
-0.00022301099670585245,-1.2460789680480957,0.0014640219742432235,0.0,3.0
-8.19967026473023e-05,-1.42064106464386,0.001952989026904106,0.0,3.0
7.200630352599546e-05,-1.5861990451812744,0.002928989939391613,0.0,2.0
0.00019099380006082361,-1.4480230808258057,0.0024410460609942675,0.0,3.0
0.1149120032787323,-1.2485430240631104,-0.011231046169996263,0.0,3.0
