PointID1,PointID2,PointID3
1,305,306
306,10,1
10,2,1
10,11,2
11,3,2
11,12,3
12,4,3
12,13,4
13,5,4
13,14,5
14,6,5
14,15,6
15,7,6
15,16,7
16,8,7
16,17,8
17,9,8
17,18,9
17,110,18
110,111,18
110,210,111
210,211,111
210,258,211
258,259,211
258,268,259
258,267,268
267,276,268
276,277,268
276,285,277
285,286,277
285,295,286
285,294,295
294,303,295
303,304,295
303,27,304
303,26,27
26,36,27
26,35,36
35,44,36
44,45,36
44,53,45
53,54,45
53,62,54
53,61,62
61,69,62
69,70,62
69,77,70
77,78,70
77,85,78
85,86,78
85,94,86
85,93,94
93,102,94
93,101,102
101,118,102
118,119,102
118,127,119
127,128,119
127,136,128
136,137,128
136,145,137
145,146,137
145,155,146
155,156,146
155,165,156
165,166,156
165,175,166
165,174,175
174,183,175
183,184,175
183,192,184
192,193,184
192,202,193
192,201,202
201,219,202
219,220,202
219,228,220
228,229,220
228,237,229
228,236,237
236,244,237
244,245,237
236,243,244
236,235,243
235,242,243
242,250,243
242,249,250
242,241,249
241,248,249
241,240,248
240,247,248
240,239,247
239,246,247
239,238,246
239,231,238
231,230,238
230,337,238
337,338,238
230,221,337
221,336,337
221,212,336
212,335,336
212,334,335
212,194,334
194,185,334
185,333,334
185,176,333
176,332,333
176,167,332
167,331,332
167,157,331
157,330,331
157,329,330
157,147,329
147,138,329
138,328,329
138,327,328
138,129,327
129,120,327
120,326,327
120,325,326
120,112,325
120,121,112
121,113,112
113,96,112
96,95,112
96,87,95
96,88,87
88,79,87
88,80,79
80,72,79
72,71,79
72,64,71
64,63,71
64,56,63
56,55,63
56,47,55
47,46,55
47,37,46
37,317,46
317,318,46
318,319,46
37,28,317
28,316,317
28,315,316
28,19,315
19,296,315
296,314,315
296,287,314
287,313,314
287,312,313
287,278,312
278,269,312
269,311,312
269,260,311
260,310,311
260,309,310
260,251,309
251,203,309
203,308,309
203,103,308
103,307,308
103,10,307
10,306,307
103,11,10
103,104,11
104,12,11
104,105,12
105,13,12
105,106,13
106,14,13
106,107,14
107,15,14
107,108,15
108,16,15
108,109,16
109,17,16
109,110,17
109,210,110
109,209,210
209,257,210
257,258,210
257,267,258
257,266,267
266,275,267
275,276,267
275,285,276
275,284,285
284,294,285
284,293,294
293,302,294
302,303,294
302,26,303
302,25,26
25,34,26
34,35,26
34,43,35
43,44,35
43,52,44
52,53,44
52,61,53
52,60,61
60,68,61
68,69,61
68,76,69
76,77,69
76,84,77
84,85,77
84,92,85
92,93,85
92,101,93
92,100,101
100,117,101
117,118,101
117,126,118
126,127,118
126,136,127
126,135,136
135,145,136
135,144,145
144,154,145
154,155,145
154,165,155
154,164,165
164,174,165
164,173,174
173,182,174
182,183,174
182,191,183
191,192,183
191,201,192
191,200,201
200,219,201
200,218,219
218,227,219
227,228,219
227,236,228
227,235,236
227,226,235
226,234,235
234,242,235
234,241,242
234,233,241
233,240,241
233,232,240
232,239,240
232,231,239
232,223,231
223,222,231
222,230,231
222,221,230
222,213,221
213,212,221
213,195,212
195,194,212
195,186,194
186,185,194
186,176,185
186,177,176
177,168,176
168,167,176
168,158,167
158,157,167
158,148,157
148,147,157
148,138,147
148,139,138
139,129,138
139,130,129
130,120,129
130,121,120
130,131,121
131,122,121
122,113,121
122,114,113
114,97,113
97,96,113
97,89,96
89,88,96
89,80,88
89,81,80
81,73,80
73,72,80
73,65,72
65,64,72
65,57,64
57,56,64
57,48,56
48,47,56
48,39,47
39,38,47
38,37,47
38,29,37
29,28,37
29,20,28
20,19,28
20,296,19
20,297,296
297,288,296
288,287,296
288,278,287
288,279,278
279,270,278
270,269,278
270,261,269
261,260,269
261,251,260
261,252,251
252,204,251
204,203,251
204,103,203
204,104,103
204,205,104
205,105,104
205,206,105
206,106,105
206,207,106
207,107,106
207,208,107
208,108,107
208,109,108
208,209,109
208,256,209
256,257,209
256,266,257
256,265,266
265,275,266
265,274,275
274,284,275
274,283,284
283,293,284
283,292,293
292,301,293
301,302,293
301,25,302
301,24,25
24,33,25
33,34,25
33,42,34
42,43,34
42,52,43
42,51,52
51,60,52
51,59,60
59,67,60
67,68,60
67,75,68
75,76,68
75,83,76
83,84,76
83,92,84
83,91,92
91,100,92
91,99,100
99,116,100
116,117,100
116,125,117
125,126,117
125,135,126
125,134,135
134,144,135
134,143,144
143,152,144
152,153,144
153,154,144
153,164,154
153,163,164
163,173,164
163,172,173
172,181,173
181,182,173
181,190,182
190,191,182
190,199,191
199,200,191
199,218,200
199,217,218
217,226,218
226,227,218
217,225,226
225,234,226
225,233,234
225,224,233
224,232,233
224,223,232
224,215,223
215,214,223
214,222,223
214,213,222
214,196,213
196,195,213
196,187,195
187,186,195
187,177,186
187,178,177
178,168,177
178,169,168
169,159,168
159,158,168
159,149,158
149,148,158
149,139,148
149,140,139
140,130,139
140,131,130
140,141,131
141,132,131
132,123,131
123,122,131
123,114,122
123,115,114
115,98,114
98,97,114
98,89,97
98,90,89
90,81,89
90,82,81
82,74,81
74,73,81
74,66,73
66,65,73
66,58,65
58,57,65
58,49,57
49,48,57
49,39,48
49,40,39
40,30,39
30,38,39
30,29,38
30,21,29
21,20,29
21,297,20
21,298,297
298,289,297
289,288,297
289,279,288
289,280,279
280,271,279
271,270,279
271,262,270
262,261,270
262,252,261
262,253,252
253,205,252
205,204,252
253,206,205
253,254,206
254,207,206
254,255,207
255,208,207
255,256,208
255,265,256
255,264,265
264,273,265
273,274,265
273,283,274
273,282,283
282,292,283
282,291,292
291,300,292
300,301,292
300,24,301
300,23,24
23,33,24
23,32,33
32,41,33
41,42,33
41,51,42
41,50,51
50,59,51
50,58,59
58,66,59
66,67,59
66,74,67
74,75,67
74,82,75
82,83,75
82,91,83
82,90,91
90,99,91
90,98,99
98,115,99
115,116,99
115,125,116
115,124,125
124,134,125
124,133,134
133,143,134
133,142,143
142,152,143
142,151,152
151,162,152
162,163,152
163,153,152
162,172,163
162,171,172
171,180,172
180,181,172
180,189,181
189,190,181
189,198,190
198,199,190
198,217,199
198,216,217
216,225,217
216,224,225
216,215,224
216,197,215
197,196,215
196,214,215
197,188,196
188,187,196
188,179,187
179,178,187
179,170,178
170,169,178
170,160,169
160,159,169
160,150,159
150,149,159
150,140,149
150,141,140
150,151,141
151,142,141
142,132,141
142,133,132
133,124,132
124,123,132
124,115,123
150,160,151
160,161,151
161,162,151
161,171,162
161,170,171
170,180,171
170,179,180
179,189,180
179,188,189
188,197,189
197,198,189
197,216,198
161,160,170
50,49,58
50,41,49
41,40,49
41,32,40
32,31,40
31,30,40
31,22,30
22,21,30
22,298,21
22,299,298
299,290,298
290,289,298
290,280,289
290,281,280
281,271,280
281,272,271
272,262,271
272,263,262
263,253,262
263,254,253
263,264,254
264,255,254
263,273,264
263,272,273
272,281,273
281,282,273
281,291,282
281,290,291
290,299,291
299,300,291
299,23,300
299,22,23
22,32,23
22,31,32
146,156,137
243,250,244
238,338,246
112,324,325
112,95,324
95,87,324
87,323,324
87,322,323
87,79,322
79,71,322
71,321,322
71,63,321
63,320,321
63,55,320
55,319,320
55,46,319
