id,x,y,z
31,-0.1024966687,-3.139812708,0.2858766019
32,-0.1248867884,-3.308097601,0.7591923475
33,-0.09416641295,-3.463968039,1.221634865
34,-0.09761052579,-3.63919282,1.7361881730000002
35,-0.110511139,-3.810101032,2.244117975
36,-0.1205892637,-3.995803595,2.784410477
37,-0.1021384522,-4.158558369,3.270141125
38,-0.08169557899,-4.313290596,3.736096382
39,-0.1870321035,-4.469748497,4.200675488
310,0.2404878289,-3.10542798,0.2088754475
311,0.2973873019,-3.327367067,0.8510070443000001
312,0.3809835315,-3.463067293,1.243843675
313,0.3796087801,-3.631463528,1.742616653
314,0.3633825779,-3.796922922,2.230674028
315,0.3631096184000001,-3.962938786,2.716626644
316,0.3600881994,-4.127714634,3.198941469
317,0.3829118311,-4.2860212330000005,3.693000317
318,0.3166644871,-4.474469185,4.229875565
319,4.9914064410000005,-3.219976425,0.5661574006
320,4.900979996,-3.382040977,1.026541948
321,4.661766528999999,-3.55758214,1.553208947
322,4.789680004,-3.734350681,2.067139149
323,4.834297657,-3.89087081,2.525112629
324,4.83582449,-4.0684132580000005,3.049164772
325,4.84250164,-4.232049942,3.527645826
326,4.8249535560000005,-4.36473465,3.95614481
327,4.849802017,-4.489593983,4.33150959
328,5.404417992000001,-3.246480227,0.6482223272
329,5.357934475,-3.39124918,1.06082809
330,5.4550914760000015,-3.534599543,1.481285214
331,5.150460243,-3.94677496,2.693531513
332,5.231488228,-4.076336384,3.079787493
333,5.32508707,-4.23242712,3.5366878510000004
334,5.336521626000001,-4.35699749,3.937793016
335,5.30158186,-4.482995033,4.340454578
336,5.8120293620000005,-3.307397127,0.8225641847
337,5.821807861,-3.4553244110000003,1.25108552
338,5.818709373,-3.631551027,1.7695791719999998
339,5.9398941989999985,-3.763758898,2.158147097
340,6.074154854,-3.878950834,2.520852089
341,5.632710457000001,-4.318201542,3.80517149
342,5.744935036,-4.486088753,4.301484585
343,6.205050945,-3.366576672,0.9967381954
344,6.28357172,-3.511856556,1.421147585
345,6.281477927999999,-3.693386793,1.955901742
346,6.287524222999999,-3.860780954,2.451784134
347,6.40027523,-4.03397274,2.959692001
348,6.414054871,-4.212350368,3.483925819
349,6.394478798,-4.334486485,3.871021271
350,6.404323578,-4.486560822,4.3099346160000005
351,6.918734074,-3.44934988,1.234968543
352,6.886260032999999,-3.621486902,1.74411273
353,6.891294479,-3.789518833,2.234722137
354,6.877576828,-3.947873831,2.6907479760000004
355,6.860908031,-4.113052845,3.1837329860000003
356,6.881673813,-4.284515858,3.697623968
357,6.8441109660000015,-4.480323315,4.292454243
358,7.312987327999999,-3.431701183,1.186676502
359,7.327475548,-3.590516567,1.653341651
360,7.304002285,-3.767001152,2.172334909
361,7.308092117,-3.939344168,2.671904087
362,7.304997444,-4.105171204,3.166065693
363,7.290400505,-4.285748005,3.706022501
364,7.334932327000001,-4.484720707,4.303511143
365,7.824931145,-3.437702894,1.205987692
366,7.812101841,-3.606078148,1.7052044869999998
367,7.824360371,-3.778951406000001,2.212559223
368,7.810283183999998,-3.945827723,2.699205875
369,7.821376801,-4.119515896,3.211589575
370,7.8338646889999985,-4.279690266,3.694180965
371,7.846275806,-4.492958069,4.321914196
372,8.351281166,-3.408731222,1.1269010309999998
373,8.319329262,-3.556570053,1.5656492709999998
374,8.335291862,-3.72910428,2.067461252
375,8.348438263,-3.908558607,2.59795332
376,8.338799477,-4.086026669,3.116336107
377,8.322300911000001,-4.261497974,3.634239674
378,8.350101471,-4.432435989,4.159275532
379,8.807255745,-3.413763285,1.132547617
380,8.81056118,-3.560392857,1.567368746
381,8.834416389,-3.742084265,2.101815939
382,8.805071831000001,-3.914739609,2.604030132
383,8.828876495,-4.089813232,3.123304129
384,8.823922157,-4.249194145,3.587558985
385,8.791482925,-4.430152416,4.129707336
386,8.816849709,-4.478360176,4.361887932
387,9.354405403,-3.389056444,1.063286185
388,9.32183075,-3.521924973,1.454141855
389,9.339468002,-3.709100008,2.007986069
390,9.348344803,-3.887411356,2.526393175
391,9.338356017999999,-4.0485825539999984,3.004242182
392,9.332035065,-4.226202488,3.526092529
393,9.350818634,-4.372098923,3.956997395
394,9.326426506,-4.490441799,4.329124451
395,0.8431130648,-3.3751533030000003,0.9859473109
396,0.8379427195,-3.510010242,1.38442421
397,0.8286892176,-3.70400238,1.949949861
398,0.8532208204,-3.855011463,2.396047831
399,0.8361982106999999,-4.028404236,2.908698559
3100,0.8436725140000001,-4.196005344,3.398994446
3101,0.8628095984,-4.314350605,3.784978867
3102,0.8462288379999999,-4.493526459,4.29708004
3103,9.782308578,-3.456982374,1.265476942
3104,9.792873383,-3.609689713,1.723495364
3105,9.786572456,-3.778351307,2.2174565790000003
3106,9.803368568,-3.940778255,2.689816713
3107,9.794005394,-4.1271882060000005,3.241754055
3108,9.809700966,-4.284390926,3.709981441
3109,9.778983116000001,-4.493945122,4.316007137
3110,10.36371899,-3.331561089,0.9074056745
3111,10.35756111,-3.494691372,1.379742861
3112,10.37528801,-3.676943302,1.92050755
3113,10.35672474,-3.828333616,2.366665125
3114,10.34262371,-4.001327991,2.870800495
3115,10.34147835,-4.168566227,3.369636774
3116,10.35346222,-4.3088660239999985,3.789023161
3117,10.32658386,-4.477660179,4.307906151
3118,10.72667885,-3.244433403,0.6541285514999999
3119,10.82854462,-3.420767307,1.159919739
3120,10.85133839,-3.572350264,1.610227585
3121,10.81585026,-3.742965221,2.112370014
3122,10.84355736,-3.915880919,2.618854046
3123,10.83509731,-4.094354153,3.144246817
3124,10.80259895,-4.251467705,3.601658344
3125,10.75869465,-4.428871155,4.139571667
3126,11.37369061,-3.240697384,0.6398618817
3127,11.33285427,-3.408712149,1.1248312
3128,11.33217907,-3.5780296330000003,1.623934865
3129,11.34877586,-3.75001502,2.129008055
3130,11.27825165,-3.901140451,2.574372768
3131,11.19160175,-4.06957531,3.07187891
3132,11.12375546,-4.184785843,3.410846233
3133,11.78797245,-3.158573389,0.3914174736
3134,11.77695179,-3.298457384,0.7938817143000001
