PointID1,PointID2,PointID3
531,531324,532
531,531353,531324
531353,531303,531324
531303,531304,531324
531304,531325,531324
531325,532,531324
531325,533,532
533,5324,532
5324,5323,532
5323,531,532
5323,5322,531
5322,531354,531
531354,531353,531
5322,531355,531354
5322,531356,531355
5322,5343,531356
5343,531357,531356
5343,5364,531357
5364,531358,531357
5364,5385,531358
5385,531359,531358
5385,53106,531359
53106,531360,531359
53106,53127,531360
53127,531361,531360
53127,53148,531361
53148,531362,531361
53148,53169,531362
53169,531363,531362
53169,53190,531363
53190,531364,531363
53190,53211,531364
53211,53232,531364
53232,531365,531364
53232,531366,531365
53232,53253,531366
53253,531367,531366
53253,53274,531367
53274,531368,531367
53274,53295,531368
53295,53316,531368
53316,531369,531368
53316,531370,531369
53316,53337,531370
53337,531371,531370
53337,53358,531371
53358,531372,531371
53358,53379,531372
53379,531373,531372
53379,53400,531373
53400,531374,531373
53400,53442,531374
53442,531375,531374
53442,53463,531375
53463,53484,531375
53484,531376,531375
53484,53505,531376
53505,531377,531376
53505,53526,531377
53526,531378,531377
53526,531379,531378
53526,53547,531379
53547,53568,531379
53568,531380,531379
53568,531381,531380
53568,53589,531381
53589,531382,531381
53589,53610,531382
53610,53631,531382
53631,531383,531382
53631,531384,531383
53631,53673,531384
53673,531385,531384
53673,53694,531385
53694,53715,531385
53715,531386,531385
53715,53736,531386
53736,531387,531386
53736,531388,531387
53736,53757,531388
53757,53778,531388
53778,531389,531388
53778,53799,531389
53799,531390,531389
53799,531391,531390
53799,53820,531391
53820,531392,531391
53820,53841,531392
53841,53862,531392
53862,531393,531392
53862,531394,531393
53862,53904,531394
53904,531395,531394
53904,53925,531395
53925,531396,531395
53925,53946,531396
53946,53967,531396
53967,531397,531396
53967,531398,531397
53967,53988,531398
53988,531399,531398
53988,531009,531399
531009,531030,531399
531030,531400,531399
531030,531401,531400
531030,531051,531401
531051,531402,531401
531051,531072,531402
531072,531403,531402
531072,531093,531403
531093,531404,531403
531093,531135,531404
531135,531156,531404
531156,531405,531404
531156,531406,531405
531156,531177,531406
531177,531407,531406
531177,531198,531407
531198,531408,531407
531198,531219,531408
531219,531240,531408
531240,531409,531408
531240,531410,531409
531219,531220,531240
531220,531241,531240
531241,531518,531240
531241,531517,531518
531241,531242,531517
531242,531516,531517
531242,531243,531516
531243,531515,531516
531243,531244,531515
531244,531514,531515
531244,531245,531514
531245,531513,531514
531245,531512,531513
531245,531246,531512
531246,531511,531512
531246,531247,531511
531247,531510,531511
531247,531248,531510
531248,531509,531510
531248,531249,531509
531249,531508,531509
531249,531250,531508
531250,531507,531508
531250,531251,531507
531251,531506,531507
531251,531252,531506
531252,531505,531506
531252,531253,531505
531253,531504,531505
531253,531254,531504
531254,531503,531504
531254,531255,531503
531255,531502,531503
531255,531256,531502
531256,531501,531502
531256,531257,531501
531257,531500,531501
531257,531258,531500
531258,531499,531500
531258,531259,531499
531259,531498,531499
531259,531260,531498
531260,531475,531498
531475,531476,531498
531260,531474,531475
531260,531239,531474
531239,531473,531474
531239,531218,531473
531218,531472,531473
531218,531197,531472
531197,531471,531472
531197,531176,531471
531176,531470,531471
531176,531155,531470
531155,531469,531470
531155,531154,531469
531154,531112,531469
531112,531113,531469
531113,531469,531468
531468,531092,531113
531468,531467,531092
531467,531092,531070
531092,531091,531070
531091,531090,531070
531090,531069,531070
531069,531049,531070
531049,531050,531070
531050,531071,531070
531071,531467,531070
531071,531466,531467
531071,531050,531466
531050,531465,531466
531050,531029,531465
531029,531464,531465
531029,531008,531464
531008,531463,531464
531008,53987,531463
53987,531462,531463
53987,53966,531462
53966,531461,531462
53966,53945,531461
53945,531460,531461
53945,53924,531460
53924,531459,531460
53924,53882,531459
53882,531458,531459
53882,53861,531458
53861,531457,531458
53861,53840,531457
53840,531456,531457
53840,53819,531456
53819,531455,531456
53819,53798,531455
53798,531454,531455
53798,53777,531454
53777,531453,531454
53777,53756,531453
53756,531452,531453
53756,53735,531452
53735,531451,531452
53735,53714,531451
53714,531450,531451
53714,53693,531450
53693,531449,531450
53693,53651,531449
