Original_X,Original_Y,Original_Z,Adjusted_X,Adjusted_Y,Adjusted_Z,Slice_Index
-24.380504608154297,3.1603736877441406,0.6470600366592407,-24.380504608154297,3.1603736877441406,2.6470600366592407,2
-24.340545654296875,3.1686410903930664,0.6718200445175171,-24.340545654296875,3.1686410903930664,2.671820044517517,2
-24.332244873046875,3.1690902709960938,0.6759899854660034,-24.332244873046875,3.1690902709960938,2.6759899854660034,2
-24.378772735595703,3.1486666202545166,0.6192699670791626,-24.378772735595703,3.1486666202545166,2.6192699670791626,2
-24.339805603027344,3.163761854171753,0.6598299741744995,-24.339805603027344,3.163761854171753,2.6598299741744995,2
-24.334823608398438,3.158888578414917,0.64382004737854,-24.334823608398438,3.158888578414917,2.64382004737854,2
-24.370037078857422,3.143690347671509,0.6032800674438477,-24.370037078857422,3.143690347671509,2.6032800674438477,2
-24.35013198852539,3.1508281230926514,0.6154500246047974,-24.35013198852539,3.1508281230926514,2.6154500246047974,2
-24.30602264404297,3.168280601501465,0.67753005027771,-24.30602264404297,3.168280601501465,2.67753005027771,2
-24.322345733642578,3.159108877182007,0.6440399885177612,-24.322345733642578,3.159108877182007,2.6440399885177612,2
-24.349632263183594,3.147637128829956,0.6197400093078613,-24.349632263183594,3.147637128829956,2.6197400093078613,2
-24.342041015625,3.150606393814087,0.6520600318908691,-24.342041015625,3.150606393814087,2.652060031890869,2
-24.337127685546875,3.14909029006958,0.6157100200653076,-24.337127685546875,3.14909029006958,2.6157100200653076,2
-24.29989242553711,3.1636743545532227,0.6649000644683838,-24.29989242553711,3.1636743545532227,2.664900064468384,2
-24.333423614501953,3.1496613025665283,0.6157699823379517,-24.333423614501953,3.1496613025665283,2.6157699823379517,2
-24.302120208740234,3.1618010997772217,0.6522200107574463,-24.302120208740234,3.1618010997772217,2.6522200107574463,2
-24.32535171508789,3.1519429683685303,0.6239000558853149,-24.32535171508789,3.1519429683685303,2.623900055885315,2
-24.30976104736328,3.1581718921661377,0.6401000022888184,-24.30976104736328,3.1581718921661377,2.6401000022888184,2
-24.313541412353516,3.1561732292175293,0.6402300596237183,-24.313541412353516,3.1561732292175293,2.6402300596237183,2
-24.294322967529297,3.1637842655181885,0.66034996509552,-24.294322967529297,3.1637842655181885,2.66034996509552,2
-24.29027557373047,3.1652321815490723,0.6602200269699097,-24.29027557373047,3.1652321815490723,2.6602200269699097,2
-24.375858306884766,3.1287994384765625,0.5507500171661377,-24.375858306884766,3.1287994384765625,2.5507500171661377,2
-24.32469940185547,3.1476240158081055,0.6119400262832642,-24.32469940185547,3.1476240158081055,2.611940026283264,2
-24.364715576171875,3.130793809890747,0.5629199743270874,-24.364715576171875,3.130793809890747,2.5629199743270874,2
-24.29766845703125,3.157809019088745,0.6443099975585938,-24.29766845703125,3.157809019088745,2.6443099975585938,2
-24.274070739746094,3.1665754318237305,0.673050045967102,-24.274070739746094,3.1665754318237305,2.673050045967102,2
-24.313636779785156,3.1496381759643555,0.6246500015258789,-24.313636779785156,3.1496381759643555,2.624650001525879,2
-24.266345977783203,3.1690168380737305,0.6728999614715576,-24.266345977783203,3.1690168380737305,2.6728999614715576,2
-24.324234008789062,3.144645929336548,0.6038000583648682,-24.324234008789062,3.144645929336548,2.603800058364868,2
-24.33300018310547,3.140843391418457,0.5972800254821777,-24.33300018310547,3.140843391418457,2.5972800254821777,2
-24.33563995361328,3.139305830001831,0.5918899774551392,-24.33563995361328,3.139305830001831,2.591889977455139,2
-24.266151428222656,3.167840003967285,0.6687300205230713,-24.266151428222656,3.167840003967285,2.6687300205230713,2
-24.297222137451172,3.1547908782958984,0.6282299757003784,-24.297222137451172,3.1547908782958984,2.6282299757003784,2
-24.277244567871094,3.1629018783569336,0.6566799879074097,-24.277244567871094,3.1629018783569336,2.6566799879074097,2
-24.312301635742188,3.1481354236602783,0.6120600700378418,-24.312301635742188,3.1481354236602783,2.612060070037842,2
-24.331748962402344,3.1385345458984375,0.5795300006866455,-24.331748962402344,3.1385345458984375,2.5795300006866455,2
-24.269390106201172,3.1613681316375732,0.6485300064086914,-24.269390106201172,3.1613681316375732,2.6485300064086914,2
-24.288345336914062,3.1525888442993164,0.6243500709533691,-24.288345336914062,3.1525888442993164,2.624350070953369,2
-24.268943786621094,3.158479928970337,0.6406500339508057,-24.268943786621094,3.158479928970337,2.6406500339508057,2
-24.26483917236328,3.159400463104248,0.644629955291748,-24.26483917236328,3.159400463104248,2.644629955291748,2
-24.331371307373047,3.130725860595703,0.6183700561523438,-24.331371307373047,3.130725860595703,2.6183700561523438,2
-24.35934066772461,3.1182782649993896,0.530269980430603,-24.35934066772461,3.1182782649993896,2.530269980430603,2
-24.325088500976562,3.1322009563446045,0.5868899822235107,-24.325088500976562,3.1322009563446045,2.5868899822235107,2
-24.310535430908203,3.1364943981170654,0.5718200206756592,-24.310535430908203,3.1364943981170654,2.571820020675659,2
-24.236347198486328,3.1668267250061035,0.6650700569152832,-24.236347198486328,3.1668267250061035,2.665070056915283,2
-24.291179656982422,3.1434078216552734,0.6003400087356567,-24.291179656982422,3.1434078216552734,2.6003400087356567,2
-24.34961700439453,3.11842942237854,0.5229899883270264,-24.34961700439453,3.11842942237854,2.5229899883270264,2
-24.292015075683594,3.140625,0.605180025100708,-24.292015075683594,3.140625,2.605180025100708,2
-24.278640747070312,3.1457529067993164,0.6043100357055664,-24.278640747070312,3.1457529067993164,2.6043100357055664,2
-24.345077514648438,3.117105722427368,0.5232200622558594,-24.345077514648438,3.117105722427368,2.5232200622558594,2
-24.220184326171875,3.168659210205078,0.6693500280380249,-24.220184326171875,3.168659210205078,2.669350028038025,2
-24.259437561035156,3.1519625186920166,0.624809980392456,-24.259437561035156,3.1519625186920166,2.624809980392456,2
-24.32137680053711,3.1257402896881104,0.5434600114822388,-24.32137680053711,3.1257402896881104,2.5434600114822388,2
-24.257164001464844,3.1522762775421143,0.6401900053024292,-24.257164001464844,3.1522762775421143,2.640190005302429,2
-24.241069793701172,3.1586132049560547,0.6701500415802002,-24.241069793701172,3.1586132049560547,2.6701500415802,2
-24.215972900390625,3.1685421466827393,0.6736999750137329,-24.215972900390625,3.1685421466827393,2.673699975013733,2
-24.286277770996094,3.139233112335205,0.5842100381851196,-24.286277770996094,3.139233112335205,2.5842100381851196,2
-24.270191192626953,3.145657777786255,0.6087100505828857,-24.270191192626953,3.145657777786255,2.6087100505828857,2
-24.22325897216797,3.1639761924743652,0.6573799848556519,-24.22325897216797,3.1639761924743652,2.657379984855652,2
-24.258983612060547,3.1490638256073,0.6085100173950195,-24.258983612060547,3.1490638256073,2.6085100173950195,2
-24.297630310058594,3.1326611042022705,0.5638999938964844,-24.297630310058594,3.1326611042022705,2.5638999938964844,2
-24.300094604492188,3.1313812732696533,0.5656800270080566,-24.300094604492188,3.1313812732696533,2.5656800270080566,2
-24.22360610961914,3.1621434688568115,0.6566100120544434,-24.22360610961914,3.1621434688568115,2.6566100120544434,2
-24.289546966552734,3.1343212127685547,0.5966000556945801,-24.289546966552734,3.1343212127685547,2.59660005569458,2
-24.254737854003906,3.148592233657837,0.612760066986084,-24.254737854003906,3.148592233657837,2.612760066986084,2
-24.25088119506836,3.1499853134155273,0.6168299913406372,-24.25088119506836,3.1499853134155273,2.616829991340637,2
-24.24242401123047,3.1529030799865723,0.6249600648880005,-24.24242401123047,3.1529030799865723,2.6249600648880005,2
-24.31857681274414,3.1210224628448486,0.5318800210952759,-24.31857681274414,3.1210224628448486,2.531880021095276,2
-24.230552673339844,3.1566264629364014,0.6413700580596924,-24.230552673339844,3.1566264629364014,2.6413700580596924,2
-24.203407287597656,3.1677041053771973,0.6696900129318237,-24.203407287597656,3.1677041053771973,2.6696900129318237,2
-24.258270263671875,3.14462947845459,0.6007499694824219,-24.258270263671875,3.14462947845459,2.600749969482422,2
-24.312435150146484,3.1213788986206055,0.5314300060272217,-24.312435150146484,3.1213788986206055,2.5314300060272217,2
-24.292957305908203,3.127291679382324,0.5478299856185913,-24.292957305908203,3.127291679382324,2.5478299856185913,2
-24.293785095214844,3.1266016960144043,0.5525799989700317,-24.293785095214844,3.1266016960144043,2.5525799989700317,2
-24.218399047851562,3.157644271850586,0.6372599601745605,-24.218399047851562,3.157644271850586,2.6372599601745605,2
-24.299121856689453,3.1231796741485596,0.539389967918396,-24.299121856689453,3.1231796741485596,2.539389967918396,2
-24.187240600585938,3.1692795753479004,0.6782000064849854,-24.187240600585938,3.1692795753479004,2.6782000064849854,2
-24.2645263671875,3.1370484828948975,0.5764600038528442,-24.2645263671875,3.1370484828948975,2.5764600038528442,2
-24.284503936767578,3.127901077270508,0.5562399625778198,-24.284503936767578,3.127901077270508,2.55623996257782,2
-24.197525024414062,3.1625428199768066,0.65625,-24.197525024414062,3.1625428199768066,2.65625,2
-24.190719604492188,3.165318012237549,0.6618000268936157,-24.190719604492188,3.165318012237549,2.6618000268936157,2
-24.262535095214844,3.1355042457580566,0.5804100036621094,-24.262535095214844,3.1355042457580566,2.5804100036621094,2
-24.229358673095703,3.1490912437438965,0.613070011138916,-24.229358673095703,3.1490912437438965,2.613070011138916,2
-24.221370697021484,3.152311086654663,0.6253199577331543,-24.221370697021484,3.152311086654663,2.6253199577331543,2
-24.245250701904297,3.1421737670898438,0.5927300453186035,-24.245250701904297,3.1421737670898438,2.5927300453186035,2
-24.30356216430664,3.117824077606201,0.519260048866272,-24.30356216430664,3.117824077606201,2.519260048866272,2
-24.2921142578125,3.121774196624756,0.5358600616455078,-24.2921142578125,3.121774196624756,2.535860061645508,2
-24.19428253173828,3.1612019538879395,0.6785100698471069,-24.19428253173828,3.1612019538879395,2.678510069847107,2
-24.220958709716797,3.149765729904175,0.6132000684738159,-24.220958709716797,3.149765729904175,2.613200068473816,2
-24.335819244384766,3.101837158203125,0.5260100364685059,-24.335819244384766,3.101837158203125,2.526010036468506,2
-24.22881317138672,3.1456797122955322,0.6010700464248657,-24.22881317138672,3.1456797122955322,2.6010700464248657,2
-24.1861572265625,3.162780284881592,0.6580400466918945,-24.1861572265625,3.162780284881592,2.6580400466918945,2
-24.22447967529297,3.146228075027466,0.6050300598144531,-24.22447967529297,3.146228075027466,2.605030059814453,2
-24.193527221679688,3.15868878364563,0.6458100080490112,-24.193527221679688,3.15868878364563,2.6458100080490112,2
-24.220489501953125,3.1468536853790283,0.6093100309371948,-24.220489501953125,3.1468536853790283,2.609310030937195,2
-24.244373321533203,3.1366281509399414,0.572700023651123,-24.244373321533203,3.1366281509399414,2.572700023651123,2
-24.25228500366211,3.1330816745758057,0.5602500438690186,-24.25228500366211,3.1330816745758057,2.5602500438690186,2
