Original_X,Original_Y,Original_Z,Adjusted_X,Adjusted_Y,Adjusted_Z,Slice_Index
-15.971118927001953,3.5925705432891846,2.0064499378204346,-15.971118927001953,3.5925705432891846,11.006449937820435,9
-15.96719741821289,3.5753302574157715,1.9452301263809204,-15.96719741821289,3.5753302574157715,10.94523012638092,9
-15.913570404052734,3.592806100845337,1.9961999654769897,-15.913570404052734,3.592806100845337,10.99619996547699,9
-15.935646057128906,3.5694427490234375,2.0033998489379883,-15.935646057128906,3.5694427490234375,11.003399848937988,9
-15.934394836425781,3.555154800415039,1.9275099039077759,-15.934394836425781,3.555154800415039,10.927509903907776,9
-15.884174346923828,3.570138454437256,1.9277299642562866,-15.884174346923828,3.570138454437256,10.927729964256287,9
-15.851799011230469,3.5709123611450195,1.9304801225662231,-15.851799011230469,3.5709123611450195,10.930480122566223,9
-15.818130493164062,3.584702253341675,1.9680598974227905,-15.818130493164062,3.584702253341675,10.96805989742279,9
-15.82601547241211,3.5748562812805176,1.944330096244812,-15.82601547241211,3.5748562812805176,10.944330096244812,9
-15.978797912597656,3.628939151763916,2.1092798709869385,-15.978797912597656,3.628939151763916,11.109279870986938,9
-15.960155487060547,3.6076648235321045,2.0557398796081543,-15.960155487060547,3.6076648235321045,11.055739879608154,9
-15.944705963134766,3.603874921798706,2.0449299812316895,-15.944705963134766,3.603874921798706,11.04492998123169,9
-15.907306671142578,3.6036038398742676,2.032329797744751,-15.907306671142578,3.6036038398742676,11.032329797744751,9
-15.899845123291016,3.6009466648101807,2.0211198329925537,-15.899845123291016,3.6009466648101807,11.021119832992554,9
