id,x,y,z
31,-0.09686101228,-3.136053085,0.27914321420000004
32,-0.1261012554,-3.302302361,0.7501454948999999
33,-0.08259315789,-3.459014416,1.216055393
34,-0.09201287478,-3.637259245,1.740540385
35,-0.09497472643999999,-3.809909344,2.256233454
36,-0.1116155237,-3.992703676,2.789227247
37,-0.09734980762,-4.151140213,3.263173103
38,-0.06529225409,-4.305009842,3.729141235
39,-0.1734967232,-4.465072632,4.206225395
310,0.2411647439,-3.105194092,0.2115541399
311,0.31025263670000003,-3.327079773,0.8552979826999999
312,0.39418166880000005,-3.462355614,1.2484115359999999
313,0.385409236,-3.6282930369999997,1.741639495
314,0.3775513768,-3.792331934,2.227493286
315,0.375877589,-3.959420681,2.71854043
316,0.3742245436,-4.123893261,3.201452017
317,0.39480918649999996,-4.281911373,3.6965131760000003
318,0.33029130100000004,-4.469762325,4.233808517
319,4.993209362,-3.2193536760000003,0.5536631942
320,4.904266357,-3.380905867,1.014516592
321,4.666749954,-3.555860519,1.542145967
322,4.796318053999999,-3.7320575710000004,2.055858135
323,4.846594334,-3.8875994680000003,2.5125703809999997
324,4.850578785,-4.063758373,3.0343070030000003
325,4.855276108,-4.227134705,3.513809681
326,4.834517479,-4.35887146,3.939908028
327,4.863732338,-4.484781742,4.320861816
328,5.406483173,-3.24576664,0.6344272494
329,5.364264011,-3.389618397,1.0461851359999998
330,5.467831612,-3.535164833,1.475387096
331,5.168159485,-3.948740005,2.696476698
332,5.248768806,-4.074286938,3.071537495
333,5.336455345,-4.228499889,3.5242280960000003
334,5.3491816519999995,-4.352624416,3.925432682
335,5.315538883,-4.478173733,4.328344345
336,5.820144176,-3.305087328,0.8032393456
337,5.836765289,-3.453004837,1.23344481
338,5.834225655,-3.632367849,1.76263833
339,5.947230816,-3.761708498,2.144119978
340,6.082247734,-3.8761553760000003,2.505593061
341,5.645386696,-4.316446303999999,3.80223608
342,5.758764267,-4.481311321000001,4.287950516
343,6.221228599999999,-3.362040997,0.9708219767
344,6.292433262,-3.511661053,1.40877831
